year,state,district,cook,rothenberg,cq_politics,sabatos_crystal_ball,real_clear,roll_call,ny_times,the_hill,daily_kos,fivethirtyeight,ddhq,elections_daily,politico,fox,the_economist,avg_rating
2014,California,36,3,1,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.6
2014,California,52,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2014,Colorado,6,5,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.4
2014,Connecticut,5,2,1,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1.8
2014,Florida,2,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2014,Florida,18,2,1,NA,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.2
2014,Florida,26,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,Georgia,12,4,2.5,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.5
2014,Hawaii,1,3,2.5,NA,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.1
2014,Illinois,8,2,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.2
2014,Illinois,10,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,Illinois,11,2,1,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2
2014,Illinois,12,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,Illinois,13,6,7,NA,6,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6
2014,Illinois,17,3,1.75,NA,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.55
2014,Indiana,2,7,7,NA,6,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.6
2014,Iowa,1,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2014,Iowa,2,3,2.5,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.9
2014,Iowa,3,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,Iowa,4,7,7,NA,7,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.6
2014,Kansas,2,6,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.2
2014,Kansas,3,6,7,NA,6,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.4
2014,Maine,2,3,2.5,NA,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.1
2014,Maryland,6,2,1,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1.6
2014,Massachusetts,6,3,4,NA,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.4
2014,Massachusetts,9,2,1.75,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2.15
2014,Michigan,1,6,6.25,NA,6,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.65
2014,Michigan,4,7,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.8
2014,Michigan,6,6,7,NA,7,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.6
2014,Michigan,7,7,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.4
2014,Michigan,8,7,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.4
2014,Michigan,11,6,7,NA,7,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.6
2014,Minnesota,1,2,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.2
2014,Minnesota,7,3,2.5,NA,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.1
2014,Minnesota,8,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,Montana,AL,6,7,NA,6,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.4
2014,Nebraska,2,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2014,Nevada,3,6,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.6
2014,Nevada,4,3,1.75,NA,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2.95
2014,New Hampshire,1,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,New Hampshire,2,3,2.5,NA,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.1
2014,New Jersey,3,5,5.5,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.1
2014,New Jersey,5,6,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.6
2014,New York,1,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,New York,4,2,1,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1.6
2014,New York,11,5,4,NA,5,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.6
2014,New York,18,4,4,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.4
2014,New York,19,6,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.2
2014,New York,21,6,7,NA,6,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6
2014,New York,23,7,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.4
2014,New York,24,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2014,North Carolina,7,6,7,NA,7,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.8
2014,North Dakota,AL,6,7,NA,6,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.4
2014,Ohio,6,7,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.8
2014,Ohio,14,7,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.8
2014,Pennsylvania,6,6,6.25,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.45
2014,Texas,23,3,2.5,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.9
2014,Utah,4,6,7,NA,6,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.4
2014,Virginia,10,5,5.5,NA,5,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.9
2014,Washington,1,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.4
2014,West Virginia,2,4,4,NA,5,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.4
2014,West Virginia,3,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2014,Wisconsin,6,6,7,NA,7,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.4
2014,Wisconsin,7,7,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.8
2016,Alaska,AL,5,7,NA,5,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5.8
2016,Arizona,1,3,2.5,NA,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.1
2016,Arizona,2,6,7,NA,6,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6
2016,California,7,3,2.5,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.9
2016,California,10,4,5.5,NA,3,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.3
2016,California,21,5,6.25,NA,5,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.45
2016,California,24,3,1.75,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.75
2016,California,25,4,6.25,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.25
2016,California,49,4,4.75,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.95
2016,California,52,1,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.2
2016,Colorado,3,6,7,NA,6,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,6
2016,Colorado,6,4,4.75,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.35
2016,Florida,2,6,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.6
2016,Florida,7,4,3.25,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.65
2016,Florida,10,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.4
2016,Florida,13,3,2.5,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2.9
2016,Florida,18,5,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.4
2016,Florida,26,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2016,Florida,27,6,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.6
2016,Illinois,10,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2016,Illinois,12,6,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.2
2016,Indiana,2,6,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.2
2016,Indiana,9,5,6.25,NA,5,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.45
2016,Iowa,1,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2016,Iowa,3,5,4.75,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.95
2016,Kansas,3,5,5.5,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.1
2016,Maine,2,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2016,Maryland,6,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.4
2016,Michigan,1,5,4.75,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.55
2016,Michigan,6,7,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.8
2016,Michigan,7,6,6.25,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.45
2016,Michigan,8,5,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6
2016,Minnesota,2,4,3.25,NA,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.45
2016,Minnesota,3,5,6.25,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.25
2016,Minnesota,8,4,2.5,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.5
2016,Montana,AL,6,6.25,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.05
2016,Nebraska,2,4,3.25,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.65
2016,Nevada,3,4,4,NA,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.6
2016,Nevada,4,3,3.25,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.05
2016,New Hampshire,1,3,3.25,NA,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.05
2016,New Jersey,5,4,3.25,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.65
2016,New York,1,6,5.5,NA,5,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5.3
2016,New York,3,3,2.5,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2.5
2016,New York,19,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2016,New York,21,6,7,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6.2
2016,New York,22,5,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.4
2016,New York,23,6,7,NA,6,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6
2016,New York,24,6,6.25,NA,5,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.25
2016,New York,25,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.4
2016,Pennsylvania,6,6,7,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6.6
2016,Pennsylvania,8,4,4,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.2
2016,Pennsylvania,16,5,7,NA,5,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5.8
2016,Texas,23,4,4,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.8
2016,Utah,4,5,6.25,NA,5,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5.25
2016,Virginia,4,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.4
2016,Virginia,5,6,6.25,NA,5,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5.85
2016,Virginia,10,4,4.75,NA,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4.35
2016,Wisconsin,8,6,6.25,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5.45
2018,Alaska,AL,5,6.25,NA,5,4,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5.041666667
2018,Arizona,1,3,2.5,NA,2,4,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2.583333333
2018,Arizona,2,3,2.5,NA,2,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2.25
2018,Arizona,6,6,7,NA,6,6,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.333333333
2018,Arizona,8,6,6.25,NA,6,6,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.208333333
2018,Arizona,9,1,1,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.166666667
2018,Arkansas,2,6,6.25,NA,5,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5.875
2018,California,1,6,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.666666667
2018,California,4,6,6.25,NA,6,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.041666667
2018,California,7,2,1,NA,2,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.666666667
2018,California,10,4,4,NA,3,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,3.5
2018,California,16,2,1,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.333333333
2018,California,21,6,6.25,NA,5,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5.875
2018,California,22,6,7,NA,6,6,NA,NA,NA,6,7,NA,NA,NA,NA,NA,6.333333333
2018,California,24,1,1,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.333333333
2018,California,25,4,4,NA,5,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,4
2018,California,39,4,4,NA,5,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4.166666667
2018,California,45,4,4,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.666666667
2018,California,48,4,3.25,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.708333333
2018,California,49,2,2.5,NA,2,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2.083333333
2018,California,50,5,5.5,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.25
2018,Colorado,3,6,7,NA,5,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6
2018,Colorado,6,3,3.25,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2.875
2018,Florida,6,5,5.5,NA,5,6,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5.25
2018,Florida,7,2,1.75,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2.125
2018,Florida,13,1,1,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.166666667
2018,Florida,15,4,4.75,NA,5,4,NA,NA,NA,5,4,NA,NA,NA,NA,NA,4.458333333
2018,Florida,16,5,6.25,NA,6,5,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5.708333333
2018,Florida,18,5,6.25,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.375
2018,Florida,25,5,7,NA,6,6,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5.833333333
2018,Florida,26,4,4,NA,5,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4.166666667
2018,Florida,27,3,2.5,NA,3,4,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2.916666667
2018,Georgia,6,4,5.5,NA,5,4,NA,NA,NA,5,4,NA,NA,NA,NA,NA,4.583333333
2018,Georgia,7,5,5.5,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.25
2018,Illinois,6,3,3.25,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.541666667
2018,Illinois,12,5,4.75,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,4.958333333
2018,Illinois,13,5,5.5,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5.083333333
2018,Illinois,14,4,4,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.666666667
2018,Indiana,2,6,6.25,NA,6,6,NA,NA,NA,6,7,NA,NA,NA,NA,NA,6.208333333
2018,Indiana,9,7,7,NA,6,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.5
2018,Iowa,1,3,2.5,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2.583333333
2018,Iowa,2,1,1,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.166666667
2018,Iowa,3,4,4,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.666666667
2018,Iowa,4,5,6.25,NA,5,5,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5.541666667
2018,Kansas,2,4,4,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.666666667
2018,Kansas,3,3,2.5,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2.75
2018,Kentucky,6,4,4,NA,5,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4.166666667
2018,Maine,2,4,4,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.666666667
2018,Michigan,1,6,7,NA,6,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.333333333
2018,Michigan,2,7,7,NA,6,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.666666667
2018,Michigan,3,6,7,NA,6,7,NA,NA,NA,7,7,NA,NA,NA,NA,NA,6.666666667
2018,Michigan,6,5,6.25,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.375
2018,Michigan,7,6,6.25,NA,6,5,NA,NA,NA,6,4,NA,NA,NA,NA,NA,5.541666667
2018,Michigan,8,4,3.25,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.541666667
2018,Michigan,11,3,3.25,NA,3,4,NA,NA,NA,3,2,NA,NA,NA,NA,NA,3.041666667
2018,Minnesota,1,4,4,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.833333333
2018,Minnesota,2,3,3.25,NA,3,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,3.041666667
2018,Minnesota,3,3,3.25,NA,3,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,3.041666667
2018,Minnesota,7,2,1,NA,2,4,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2.166666667
2018,Minnesota,8,5,5.5,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.25
2018,Missouri,2,5,7,NA,6,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6
2018,Montana,AL,5,6.25,NA,5,4,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.208333333
2018,Nebraska,2,5,5.5,NA,5,5,NA,NA,NA,6,4,NA,NA,NA,NA,NA,5.083333333
2018,Nevada,3,3,3.25,NA,3,4,NA,NA,NA,3,2,NA,NA,NA,NA,NA,3.041666667
2018,Nevada,4,3,2.5,NA,2,4,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2.75
2018,New Hampshire,1,2,2.5,NA,2,4,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2.583333333
2018,New Hampshire,2,1,1,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.166666667
2018,New Jersey,2,2,1.75,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.458333333
2018,New Jersey,3,4,3.25,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.708333333
2018,New Jersey,4,7,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.833333333
2018,New Jersey,5,2,1,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1.666666667
2018,New Jersey,7,4,4,NA,3,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,3.333333333
2018,New Jersey,11,3,2.5,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2.75
2018,New Mexico,1,1,1,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.166666667
2018,New Mexico,2,4,4,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.833333333
2018,New York,1,6,7,NA,5,5,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5.833333333
2018,New York,2,6,7,NA,6,6,NA,NA,NA,7,5,NA,NA,NA,NA,NA,6.166666667
2018,New York,3,1,1,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.166666667
2018,New York,11,6,5.5,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.416666667
2018,New York,18,1,1,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.333333333
2018,New York,19,4,3.25,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.541666667
2018,New York,21,6,7,NA,6,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.333333333
2018,New York,22,4,3.25,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.708333333
2018,New York,23,6,7,NA,6,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.333333333
2018,New York,24,5,5.5,NA,5,6,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.416666667
2018,New York,27,5,5.5,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.25
2018,North Carolina,2,5,5.5,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.25
2018,North Carolina,6,7,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.833333333
2018,North Carolina,7,7,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.833333333
2018,North Carolina,8,6,7,NA,6,6,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.333333333
2018,North Carolina,9,4,4,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.833333333
2018,North Carolina,13,4,4.75,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,4.791666667
2018,Ohio,1,5,4.75,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.125
2018,Ohio,7,7,7,NA,6,7,NA,NA,NA,6,7,NA,NA,NA,NA,NA,6.666666667
2018,Ohio,10,6,7,NA,6,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.166666667
2018,Ohio,12,4,4,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,4.666666667
2018,Ohio,14,6,6.25,NA,5,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5.875
2018,Ohio,15,7,7,NA,6,7,NA,NA,NA,7,7,NA,NA,NA,NA,NA,6.833333333
2018,Ohio,16,7,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.833333333
2018,Oklahoma,5,6,7,NA,6,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.166666667
2018,Oregon,5,1,1,NA,1,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1.5
2018,Pennsylvania,1,4,4,NA,5,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4.166666667
2018,Pennsylvania,5,2,1.75,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.458333333
2018,Pennsylvania,6,2,1.75,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.458333333
2018,Pennsylvania,7,3,2.5,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2.583333333
2018,Pennsylvania,8,2,2.5,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1.916666667
2018,Pennsylvania,10,4,5.5,NA,5,4,NA,NA,NA,5,5,NA,NA,NA,NA,NA,4.75
2018,Pennsylvania,11,7,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.833333333
2018,Pennsylvania,14,6,6.25,NA,7,6,NA,NA,NA,7,7,NA,NA,NA,NA,NA,6.541666667
2018,Pennsylvania,16,5,6.25,NA,5,4,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.208333333
2018,Pennsylvania,17,2,2.5,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1.916666667
2018,South Carolina,1,5,6.25,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.375
2018,Texas,2,6,7,NA,6,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.333333333
2018,Texas,6,6,7,NA,6,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.5
2018,Texas,7,4,4.75,NA,5,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4.291666667
2018,Texas,10,6,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.666666667
2018,Texas,21,6,6.25,NA,6,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.041666667
2018,Texas,22,5,7,NA,6,6,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.166666667
2018,Texas,23,5,5.5,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.25
2018,Texas,24,6,7,NA,7,7,NA,NA,NA,7,7,NA,NA,NA,NA,NA,6.833333333
2018,Texas,25,7,7,NA,7,7,NA,NA,NA,7,6,NA,NA,NA,NA,NA,6.833333333
2018,Texas,31,6,6.25,NA,6,7,NA,NA,NA,6,6,NA,NA,NA,NA,NA,6.208333333
2018,Texas,32,4,4,NA,3,4,NA,NA,NA,4,5,NA,NA,NA,NA,NA,4
2018,Utah,4,4,4,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.666666667
2018,Virginia,2,4,4.75,NA,3,5,NA,NA,NA,4,5,NA,NA,NA,NA,NA,4.291666667
2018,Virginia,5,5,6.25,NA,5,4,NA,NA,NA,5,4,NA,NA,NA,NA,NA,4.875
2018,Virginia,7,4,4,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3.833333333
2018,Virginia,10,3,3.25,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,2.875
2018,Washington,3,5,6.25,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5.208333333
2018,Washington,5,5,6.25,NA,5,5,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5.375
2018,Washington,8,3,4,NA,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,3.5
