candidate,pct_estimate,lo,hi,date,election,cycle
Democrats,47.01743,42.47553,51.55932,7/4/18,11/6/18,2018
Republicans,39.82418,35.77692,43.87143,7/4/18,11/6/18,2018
Democrats,47.03872,42.51056,51.56688,7/5/18,11/6/18,2018
Republicans,39.80405,35.75176,43.85634,7/5/18,11/6/18,2018
Democrats,47.08386,42.56388,51.60384,7/6/18,11/6/18,2018
Republicans,39.78066,35.72537,43.83595,7/6/18,11/6/18,2018
Democrats,47.07055,42.54069,51.60041,7/7/18,11/6/18,2018
Republicans,39.78559,35.73486,43.83632,7/7/18,11/6/18,2018
Democrats,47.20154,42.68652,51.71656,7/8/18,11/6/18,2018
Republicans,39.84469,35.78729,43.9021,7/8/18,11/6/18,2018
Democrats,47.25459,42.7552,51.75397,7/9/18,11/6/18,2018
Republicans,39.81425,35.74036,43.88815,7/9/18,11/6/18,2018
Democrats,47.27541,42.7847,51.76612,7/10/18,11/6/18,2018
Republicans,39.80585,35.73178,43.87992,7/10/18,11/6/18,2018
Democrats,47.28852,42.78403,51.793,7/11/18,11/6/18,2018
Republicans,39.8094,35.73775,43.88106,7/11/18,11/6/18,2018
Democrats,47.37926,42.91311,51.84542,7/12/18,11/6/18,2018
Republicans,39.80888,35.76787,43.84988,7/12/18,11/6/18,2018
Democrats,47.38085,42.92993,51.83177,7/13/18,11/6/18,2018
Republicans,39.82067,35.78815,43.8532,7/13/18,11/6/18,2018
Democrats,47.38539,42.93658,51.83419,7/14/18,11/6/18,2018
Republicans,39.81599,35.77889,43.85309,7/14/18,11/6/18,2018
Democrats,47.44495,42.99706,51.89284,7/15/18,11/6/18,2018
Republicans,39.76714,35.69485,43.83944,7/15/18,11/6/18,2018
Democrats,47.44963,43.0066,51.89267,7/16/18,11/6/18,2018
Republicans,39.75103,35.66926,43.83281,7/16/18,11/6/18,2018
Democrats,47.44537,43.00612,51.88462,7/17/18,11/6/18,2018
Republicans,39.76511,35.69718,43.83305,7/17/18,11/6/18,2018
Democrats,47.50298,43.07093,51.93502,7/18/18,11/6/18,2018
Republicans,39.78427,35.71672,43.85183,7/18/18,11/6/18,2018
Democrats,47.50093,43.07349,51.92836,7/19/18,11/6/18,2018
Republicans,39.96711,35.8924,44.04183,7/19/18,11/6/18,2018
Democrats,47.47865,43.04235,51.91496,7/20/18,11/6/18,2018
Republicans,39.98936,35.9328,44.04593,7/20/18,11/6/18,2018
Democrats,47.47873,43.03514,51.92233,7/21/18,11/6/18,2018
Republicans,40.00333,35.94674,44.05993,7/21/18,11/6/18,2018
Democrats,47.48398,43.03597,51.93199,7/22/18,11/6/18,2018
Republicans,40.00857,35.94796,44.06918,7/22/18,11/6/18,2018
Democrats,47.5472,43.16805,51.92635,7/23/18,11/6/18,2018
Republicans,39.91171,35.90894,43.91448,7/23/18,11/6/18,2018
Democrats,47.60485,43.18262,52.02708,7/24/18,11/6/18,2018
Republicans,39.82034,35.85304,43.78763,7/24/18,11/6/18,2018
Democrats,47.63661,43.2122,52.06102,7/25/18,11/6/18,2018
Republicans,39.86083,35.89966,43.82201,7/25/18,11/6/18,2018
Democrats,47.54413,43.09486,51.9934,7/26/18,11/6/18,2018
Republicans,39.81251,35.83346,43.79156,7/26/18,11/6/18,2018
Democrats,47.4845,43.06485,51.90416,7/27/18,11/6/18,2018
Republicans,39.72698,35.79591,43.65805,7/27/18,11/6/18,2018
Democrats,47.50011,42.97572,52.0245,7/28/18,11/6/18,2018
Republicans,39.76027,35.80992,43.71062,7/28/18,11/6/18,2018
Democrats,47.50089,42.97297,52.0288,7/29/18,11/6/18,2018
Republicans,39.75898,35.81384,43.70413,7/29/18,11/6/18,2018
Democrats,47.49802,42.96227,52.03376,7/30/18,11/6/18,2018
Republicans,39.75301,35.81037,43.69566,7/30/18,11/6/18,2018
Democrats,47.51676,42.98061,52.05291,7/31/18,11/6/18,2018
Republicans,39.7508,35.81429,43.68732,7/31/18,11/6/18,2018
Democrats,47.65684,43.15885,52.15482,8/1/18,11/6/18,2018
Republicans,39.79767,35.876,43.71934,8/1/18,11/6/18,2018
Democrats,47.66333,43.16235,52.16431,8/2/18,11/6/18,2018
Republicans,39.78497,35.86073,43.7092,8/2/18,11/6/18,2018
Democrats,47.53208,43.08421,51.97995,8/3/18,11/6/18,2018
Republicans,40.06615,36.00843,44.12387,8/3/18,11/6/18,2018
Democrats,47.54966,43.10143,51.99789,8/4/18,11/6/18,2018
Republicans,40.07356,36.01315,44.13397,8/4/18,11/6/18,2018
Democrats,47.55233,43.10017,52.00448,8/5/18,11/6/18,2018
Republicans,40.08578,36.02619,44.14536,8/5/18,11/6/18,2018
Democrats,47.43393,42.99717,51.87069,8/6/18,11/6/18,2018
Republicans,40.00779,35.96597,44.04961,8/6/18,11/6/18,2018
Democrats,47.42613,42.98539,51.86687,8/7/18,11/6/18,2018
Republicans,39.97132,35.927,44.01565,8/7/18,11/6/18,2018
Democrats,47.41878,42.95718,51.88039,8/8/18,11/6/18,2018
Republicans,40.09,36.05214,44.12787,8/8/18,11/6/18,2018
Democrats,47.21203,42.67856,51.74551,8/9/18,11/6/18,2018
Republicans,40.05372,36.02557,44.08188,8/9/18,11/6/18,2018
Democrats,47.34887,42.85827,51.83948,8/10/18,11/6/18,2018
Republicans,40.04662,36.02501,44.06823,8/10/18,11/6/18,2018
Democrats,47.39246,42.90219,51.88272,8/11/18,11/6/18,2018
Republicans,40.00117,35.94165,44.06069,8/11/18,11/6/18,2018
Democrats,47.39194,42.90155,51.88234,8/12/18,11/6/18,2018
Republicans,40.0061,35.94836,44.06385,8/12/18,11/6/18,2018
Democrats,47.35593,42.81699,51.89488,8/13/18,11/6/18,2018
Republicans,39.83783,35.88142,43.79423,8/13/18,11/6/18,2018
Democrats,47.39696,42.81757,51.97635,8/14/18,11/6/18,2018
Republicans,39.82879,35.76725,43.89033,8/14/18,11/6/18,2018
Democrats,47.43474,42.86808,52.0014,8/15/18,11/6/18,2018
Republicans,39.91454,35.884,43.94508,8/15/18,11/6/18,2018
Democrats,47.43818,42.87024,52.00612,8/16/18,11/6/18,2018
Republicans,39.92498,35.8978,43.95216,8/16/18,11/6/18,2018
Democrats,47.36814,42.79174,51.94454,8/17/18,11/6/18,2018
Republicans,39.99181,35.93721,44.04642,8/17/18,11/6/18,2018
Democrats,47.30467,42.69559,51.91375,8/18/18,11/6/18,2018
Republicans,40.0119,35.96272,44.06108,8/18/18,11/6/18,2018
Democrats,47.31778,42.69099,51.94456,8/19/18,11/6/18,2018
Republicans,40.00544,35.94439,44.06649,8/19/18,11/6/18,2018
Democrats,47.29074,42.71361,51.86788,8/20/18,11/6/18,2018
Republicans,40.19828,36.11212,44.28444,8/20/18,11/6/18,2018
Democrats,47.26329,42.66737,51.85921,8/21/18,11/6/18,2018
Republicans,40.20641,36.12006,44.29277,8/21/18,11/6/18,2018
Democrats,47.43257,42.85873,52.00641,8/22/18,11/6/18,2018
Republicans,40.00755,35.94915,44.06594,8/22/18,11/6/18,2018
Democrats,47.53631,42.96542,52.1072,8/23/18,11/6/18,2018
Republicans,40.0359,35.98502,44.08677,8/23/18,11/6/18,2018
Democrats,47.59828,43.07159,52.12496,8/24/18,11/6/18,2018
Republicans,40.01119,35.97029,44.05209,8/24/18,11/6/18,2018
Democrats,47.55927,43.01772,52.10081,8/25/18,11/6/18,2018
Republicans,39.96797,35.92998,44.00596,8/25/18,11/6/18,2018
Democrats,47.6187,43.08978,52.14762,8/26/18,11/6/18,2018
Republicans,39.91088,35.82761,43.99414,8/26/18,11/6/18,2018
Democrats,47.62898,43.10257,52.15539,8/27/18,11/6/18,2018
Republicans,39.89221,35.79421,43.99021,8/27/18,11/6/18,2018
Democrats,47.5998,43.0896,52.11,8/28/18,11/6/18,2018
Republicans,39.93839,35.79576,44.08101,8/28/18,11/6/18,2018
Democrats,47.892,43.39112,52.39288,8/29/18,11/6/18,2018
Republicans,39.99734,35.88619,44.1085,8/29/18,11/6/18,2018
Democrats,48.15388,43.55341,52.75434,8/30/18,11/6/18,2018
Republicans,39.8229,35.77594,43.86985,8/30/18,11/6/18,2018
Democrats,48.27784,43.67833,52.87735,8/31/18,11/6/18,2018
Republicans,39.72888,35.74278,43.71498,8/31/18,11/6/18,2018
Democrats,48.39962,43.6943,53.10493,9/1/18,11/6/18,2018
Republicans,39.62589,35.68295,43.56884,9/1/18,11/6/18,2018
Democrats,48.41163,43.69912,53.12415,9/2/18,11/6/18,2018
Republicans,39.61753,35.6715,43.56356,9/2/18,11/6/18,2018
Democrats,48.43446,43.7183,53.15063,9/3/18,11/6/18,2018
Republicans,39.59993,35.64449,43.55536,9/3/18,11/6/18,2018
Democrats,48.46371,43.74543,53.18198,9/4/18,11/6/18,2018
Republicans,39.58911,35.62286,43.55537,9/4/18,11/6/18,2018
Democrats,48.27547,43.61697,52.93398,9/5/18,11/6/18,2018
Republicans,39.88828,35.88348,43.89308,9/5/18,11/6/18,2018
Democrats,48.26617,43.77235,52.76,9/6/18,11/6/18,2018
Republicans,39.85282,35.85515,43.85049,9/6/18,11/6/18,2018
Democrats,48.27982,43.78171,52.77792,9/7/18,11/6/18,2018
Republicans,39.85139,35.85151,43.85128,9/7/18,11/6/18,2018
Democrats,48.35781,43.85488,52.86075,9/8/18,11/6/18,2018
Republicans,39.88356,35.87848,43.88865,9/8/18,11/6/18,2018
Democrats,48.37365,43.86686,52.88044,9/9/18,11/6/18,2018
Republicans,39.88341,35.87609,43.89072,9/9/18,11/6/18,2018
Democrats,48.3873,43.8767,52.8979,9/10/18,11/6/18,2018
Republicans,39.88277,35.87413,43.89141,9/10/18,11/6/18,2018
Democrats,48.49887,44.00707,52.99067,9/11/18,11/6/18,2018
Republicans,39.86387,35.82226,43.90548,9/11/18,11/6/18,2018
Democrats,48.76472,44.26911,53.26033,9/12/18,11/6/18,2018
Republicans,39.64524,35.64743,43.64305,9/12/18,11/6/18,2018
Democrats,48.81726,44.29586,53.33866,9/13/18,11/6/18,2018
Republicans,39.70305,35.7091,43.697,9/13/18,11/6/18,2018
Democrats,48.9038,44.38077,53.42683,9/14/18,11/6/18,2018
Republicans,39.81883,35.84381,43.79385,9/14/18,11/6/18,2018
Democrats,48.9885,44.47148,53.50552,9/15/18,11/6/18,2018
Republicans,39.90475,35.93119,43.87831,9/15/18,11/6/18,2018
Democrats,49.00679,44.48976,53.52383,9/16/18,11/6/18,2018
Republicans,39.90728,35.93348,43.88107,9/16/18,11/6/18,2018
Democrats,48.99541,44.46576,53.52506,9/17/18,11/6/18,2018
Republicans,39.89773,35.92159,43.87387,9/17/18,11/6/18,2018
Democrats,49.21309,44.66867,53.75751,9/18/18,11/6/18,2018
Republicans,40.18597,36.25692,44.11503,9/18/18,11/6/18,2018
Democrats,49.2005,44.64949,53.7515,9/19/18,11/6/18,2018
Republicans,40.34584,36.41984,44.27185,9/19/18,11/6/18,2018
Democrats,49.2225,44.66985,53.77515,9/20/18,11/6/18,2018
Republicans,40.35767,36.4318,44.28355,9/20/18,11/6/18,2018
Democrats,49.31567,44.77912,53.85222,9/21/18,11/6/18,2018
Republicans,40.49044,36.57735,44.40353,9/21/18,11/6/18,2018
Democrats,49.34122,44.80058,53.88187,9/22/18,11/6/18,2018
Republicans,40.50631,36.59323,44.41939,9/22/18,11/6/18,2018
Democrats,49.37062,44.90083,53.84042,9/23/18,11/6/18,2018
Republicans,40.85016,36.93987,44.76044,9/23/18,11/6/18,2018
Democrats,49.39797,44.92845,53.86749,9/24/18,11/6/18,2018
Republicans,40.88258,36.97278,44.79239,9/24/18,11/6/18,2018
Democrats,49.4426,44.9602,53.92501,9/25/18,11/6/18,2018
Republicans,40.98256,37.05731,44.90781,9/25/18,11/6/18,2018
Democrats,49.50957,44.94483,54.07431,9/26/18,11/6/18,2018
Republicans,40.90758,36.99277,44.82239,9/26/18,11/6/18,2018
Democrats,49.60345,45.06199,54.14491,9/27/18,11/6/18,2018
Republicans,40.92422,37.0365,44.81195,9/27/18,11/6/18,2018
Democrats,49.62444,45.08184,54.16703,9/28/18,11/6/18,2018
Republicans,40.94309,37.05629,44.8299,9/28/18,11/6/18,2018
Democrats,49.61386,45.09259,54.13513,9/29/18,11/6/18,2018
Republicans,40.95899,37.09032,44.82765,9/29/18,11/6/18,2018
Democrats,49.55196,45.0584,54.04552,9/30/18,11/6/18,2018
Republicans,40.93609,37.08568,44.7865,9/30/18,11/6/18,2018
Democrats,49.39236,44.93961,53.84511,10/1/18,11/6/18,2018
Republicans,40.97352,37.08648,44.86056,10/1/18,11/6/18,2018
Democrats,49.42597,45.0656,53.78635,10/2/18,11/6/18,2018
Republicans,41.08334,37.24052,44.92615,10/2/18,11/6/18,2018
Democrats,49.30263,45.00933,53.59593,10/3/18,11/6/18,2018
Republicans,41.26046,37.46558,45.05534,10/3/18,11/6/18,2018
Democrats,49.01933,44.73689,53.30177,10/4/18,11/6/18,2018
Republicans,41.34945,37.56235,45.13654,10/4/18,11/6/18,2018
Democrats,49.1426,44.88725,53.39795,10/5/18,11/6/18,2018
Republicans,41.33501,37.56414,45.10589,10/5/18,11/6/18,2018
Democrats,49.18753,44.96105,53.414,10/6/18,11/6/18,2018
Republicans,41.39424,37.64799,45.14048,10/6/18,11/6/18,2018
Democrats,49.18623,44.97175,53.40071,10/7/18,11/6/18,2018
Republicans,41.41088,37.67178,45.14998,10/7/18,11/6/18,2018
Democrats,49.18105,44.97981,53.38228,10/8/18,11/6/18,2018
Republicans,41.42923,37.69753,45.16093,10/8/18,11/6/18,2018
Democrats,49.50788,45.18359,53.83218,10/9/18,11/6/18,2018
Republicans,41.28965,37.5413,45.03801,10/9/18,11/6/18,2018
Democrats,49.6383,45.34008,53.93652,10/10/18,11/6/18,2018
Republicans,41.39679,37.62494,45.16863,10/10/18,11/6/18,2018
Democrats,49.73205,45.40629,54.05781,10/11/18,11/6/18,2018
Republicans,41.42537,37.6801,45.17065,10/11/18,11/6/18,2018
Democrats,49.86118,45.55927,54.16308,10/12/18,11/6/18,2018
Republicans,41.46049,37.73714,45.18385,10/12/18,11/6/18,2018
Democrats,49.91584,45.61195,54.21974,10/13/18,11/6/18,2018
Republicans,41.49424,37.76504,45.22343,10/13/18,11/6/18,2018
Democrats,50.34974,45.88695,54.81253,10/14/18,11/6/18,2018
Republicans,41.58846,37.89137,45.28556,10/14/18,11/6/18,2018
Democrats,49.54742,45.01613,54.0787,10/15/18,11/6/18,2018
Republicans,40.92458,37.14072,44.70844,10/15/18,11/6/18,2018
Democrats,49.49345,44.94907,54.03783,10/16/18,11/6/18,2018
Republicans,40.89948,37.10807,44.69088,10/16/18,11/6/18,2018
Democrats,49.67918,45.1433,54.21505,10/17/18,11/6/18,2018
Republicans,41.33665,37.55766,45.11563,10/17/18,11/6/18,2018
Democrats,49.70908,45.19967,54.21848,10/18/18,11/6/18,2018
Republicans,41.29708,37.52132,45.07283,10/18/18,11/6/18,2018
Democrats,49.65073,45.18019,54.12128,10/19/18,11/6/18,2018
Republicans,41.29103,37.55489,45.02717,10/19/18,11/6/18,2018
Democrats,49.70964,45.24385,54.17543,10/20/18,11/6/18,2018
Republicans,41.35004,37.61876,45.08133,10/20/18,11/6/18,2018
Democrats,49.73489,45.31419,54.15559,10/21/18,11/6/18,2018
Republicans,41.31881,37.62965,45.00797,10/21/18,11/6/18,2018
Democrats,49.92701,45.41589,54.43812,10/22/18,11/6/18,2018
Republicans,41.30983,37.64947,44.97019,10/22/18,11/6/18,2018
Democrats,49.92311,45.41482,54.4314,10/23/18,11/6/18,2018
Republicans,41.29852,37.64083,44.9562,10/23/18,11/6/18,2018
Democrats,49.96341,45.45697,54.46985,10/24/18,11/6/18,2018
Republicans,41.74267,38.06474,45.4206,10/24/18,11/6/18,2018
Democrats,50.02747,45.57205,54.48289,10/25/18,11/6/18,2018
Republicans,41.96029,38.3109,45.60968,10/25/18,11/6/18,2018
Democrats,50.14124,45.75498,54.5275,10/26/18,11/6/18,2018
Republicans,41.94641,38.34782,45.545,10/26/18,11/6/18,2018
Democrats,50.16668,45.77482,54.55853,10/27/18,11/6/18,2018
Republicans,42.04225,38.43785,45.64664,10/27/18,11/6/18,2018
Democrats,50.18658,45.8019,54.57126,10/28/18,11/6/18,2018
Republicans,42.06704,38.47152,45.66256,10/28/18,11/6/18,2018
Democrats,50.30738,45.73994,54.87481,10/29/18,11/6/18,2018
Republicans,41.83323,38.27064,45.39582,10/29/18,11/6/18,2018
Democrats,50.39679,45.81793,54.97564,10/30/18,11/6/18,2018
Republicans,41.92432,38.35099,45.49765,10/30/18,11/6/18,2018
Democrats,50.1663,45.35046,54.98213,10/31/18,11/6/18,2018
Republicans,41.69167,37.50134,45.882,10/31/18,11/6/18,2018
Democrats,50.33536,45.53068,55.14003,11/1/18,11/6/18,2018
Republicans,41.84699,37.66402,46.02996,11/1/18,11/6/18,2018
Democrats,50.49619,45.6791,55.31327,11/2/18,11/6/18,2018
Republicans,42.17579,37.86604,46.48554,11/2/18,11/6/18,2018
Democrats,50.56466,45.72354,55.40578,11/3/18,11/6/18,2018
Republicans,42.19696,37.86639,46.52753,11/3/18,11/6/18,2018
Democrats,50.50536,45.70221,55.30851,11/4/18,11/6/18,2018
Republicans,42.19392,37.93224,46.4556,11/4/18,11/6/18,2018
Democrats,50.53908,45.54515,55.53302,11/5/18,11/6/18,2018
Republicans,42.04837,37.85799,46.23875,11/5/18,11/6/18,2018
Democrats,50.65668,45.64658,55.66678,11/6/18,11/6/18,2018
Republicans,42.04514,37.87352,46.21677,11/6/18,11/6/18,2018
Democrats,46.63406,41.74245,51.52567,4/1/19,11/3/20,2020
Republicans,41.28944,36.40897,46.1699,4/1/19,11/3/20,2020
Democrats,46.41046,41.51995,51.30096,4/2/19,11/3/20,2020
Republicans,41.45313,36.6036,46.30265,4/2/19,11/3/20,2020
Democrats,46.40725,41.50811,51.30639,4/3/19,11/3/20,2020
Republicans,41.43464,36.5741,46.29518,4/3/19,11/3/20,2020
Democrats,46.37143,41.45772,51.28514,4/4/19,11/3/20,2020
Republicans,41.42752,36.55782,46.29723,4/4/19,11/3/20,2020
Democrats,46.35876,41.43407,51.28345,4/5/19,11/3/20,2020
Republicans,41.40292,36.52022,46.28562,4/5/19,11/3/20,2020
Democrats,46.36174,41.42967,51.2938,4/6/19,11/3/20,2020
Republicans,41.38871,36.49595,46.28146,4/6/19,11/3/20,2020
Democrats,46.35319,41.4191,51.28727,4/7/19,11/3/20,2020
Republicans,41.37721,36.48279,46.27163,4/7/19,11/3/20,2020
Democrats,46.34439,41.40854,51.28024,4/8/19,11/3/20,2020
Republicans,41.36514,36.46936,46.26093,4/8/19,11/3/20,2020
Democrats,45.7684,40.95125,50.58554,4/9/19,11/3/20,2020
Republicans,40.4033,35.60096,45.20564,4/9/19,11/3/20,2020
Democrats,45.75838,40.94004,50.57672,4/10/19,11/3/20,2020
Republicans,40.3871,35.58386,45.19035,4/10/19,11/3/20,2020
Democrats,45.75085,40.91697,50.58473,4/11/19,11/3/20,2020
Republicans,40.353,35.53043,45.17557,4/11/19,11/3/20,2020
Democrats,45.73693,40.89465,50.5792,4/12/19,11/3/20,2020
Republicans,40.34392,35.51532,45.17252,4/12/19,11/3/20,2020
Democrats,45.72102,40.87782,50.56421,4/13/19,11/3/20,2020
Republicans,40.31652,35.48727,45.14576,4/13/19,11/3/20,2020
Democrats,45.70467,40.86105,50.54829,4/14/19,11/3/20,2020
Republicans,40.28785,35.45848,45.11723,4/14/19,11/3/20,2020
Democrats,45.67727,40.82494,50.52959,4/15/19,11/3/20,2020
Republicans,40.24153,35.40379,45.07927,4/15/19,11/3/20,2020
Democrats,45.52296,40.65299,50.39293,4/16/19,11/3/20,2020
Republicans,40.40586,35.57487,45.23685,4/16/19,11/3/20,2020
Democrats,45.52328,40.64893,50.39764,4/17/19,11/3/20,2020
Republicans,40.36037,35.51544,45.2053,4/17/19,11/3/20,2020
Democrats,45.50795,40.62584,50.39006,4/18/19,11/3/20,2020
Republicans,40.34004,35.48661,45.19347,4/18/19,11/3/20,2020
Democrats,45.46711,40.57425,50.35996,4/19/19,11/3/20,2020
Republicans,40.29153,35.42642,45.15665,4/19/19,11/3/20,2020
Democrats,45.46674,40.57005,50.36343,4/20/19,11/3/20,2020
Republicans,40.26496,35.39012,45.13979,4/20/19,11/3/20,2020
Democrats,45.44134,40.54421,50.33847,4/21/19,11/3/20,2020
Republicans,40.22665,35.3517,45.1016,4/21/19,11/3/20,2020
Democrats,45.42867,40.51619,50.34116,4/22/19,11/3/20,2020
Republicans,40.20913,35.31636,45.1019,4/22/19,11/3/20,2020
Democrats,45.4376,40.51971,50.35548,4/23/19,11/3/20,2020
Republicans,40.18821,35.28606,45.09036,4/23/19,11/3/20,2020
Democrats,45.43712,40.51185,50.36239,4/24/19,11/3/20,2020
Republicans,40.19793,35.2894,45.10646,4/24/19,11/3/20,2020
Democrats,45.55692,40.62789,50.48595,4/25/19,11/3/20,2020
Republicans,39.84409,34.85362,44.83457,4/25/19,11/3/20,2020
Democrats,45.50721,40.56733,50.44709,4/26/19,11/3/20,2020
Republicans,39.79105,34.79242,44.78968,4/26/19,11/3/20,2020
Democrats,45.50465,40.55786,50.45144,4/27/19,11/3/20,2020
Republicans,39.79044,34.78223,44.79865,4/27/19,11/3/20,2020
Democrats,45.49413,40.54683,50.44143,4/28/19,11/3/20,2020
Republicans,39.76756,34.75898,44.77613,4/28/19,11/3/20,2020
Democrats,45.50648,40.54513,50.46784,4/29/19,11/3/20,2020
Republicans,39.76272,34.73647,44.78897,4/29/19,11/3/20,2020
Democrats,45.54144,40.56584,50.51705,4/30/19,11/3/20,2020
Republicans,39.78912,34.73476,44.84348,4/30/19,11/3/20,2020
Democrats,45.52872,40.55389,50.50356,5/1/19,11/3/20,2020
Republicans,39.76313,34.70916,44.8171,5/1/19,11/3/20,2020
Democrats,45.51015,40.52657,50.49373,5/2/19,11/3/20,2020
Republicans,39.72509,34.66188,44.7883,5/2/19,11/3/20,2020
Democrats,45.48914,40.49648,50.48181,5/3/19,11/3/20,2020
Republicans,39.68132,34.60849,44.75415,5/3/19,11/3/20,2020
Democrats,45.45849,40.45563,50.46135,5/4/19,11/3/20,2020
Republicans,39.69585,34.61689,44.77481,5/4/19,11/3/20,2020
Democrats,45.45211,40.44789,50.45632,5/5/19,11/3/20,2020
Republicans,39.68107,34.60101,44.76113,5/5/19,11/3/20,2020
Democrats,45.4472,40.44207,50.45234,5/6/19,11/3/20,2020
Republicans,39.66858,34.5878,44.74936,5/6/19,11/3/20,2020
Democrats,45.4656,40.4343,50.49689,5/7/19,11/3/20,2020
Republicans,39.67912,34.5678,44.79045,5/7/19,11/3/20,2020
Democrats,45.46373,40.422,50.50545,5/8/19,11/3/20,2020
Republicans,39.67448,34.55214,44.79681,5/8/19,11/3/20,2020
Democrats,45.46174,40.4093,50.51419,5/9/19,11/3/20,2020
Republicans,39.66973,34.53614,44.80332,5/9/19,11/3/20,2020
Democrats,45.45971,40.39637,50.52304,5/10/19,11/3/20,2020
Republicans,39.66517,34.52017,44.81018,5/10/19,11/3/20,2020
Democrats,45.43221,40.35693,50.5075,5/11/19,11/3/20,2020
Republicans,39.66537,34.50957,44.82117,5/11/19,11/3/20,2020
Democrats,45.42901,40.35258,50.50544,5/12/19,11/3/20,2020
Republicans,39.65573,34.49914,44.81231,5/12/19,11/3/20,2020
Democrats,45.38092,40.27539,50.48645,5/13/19,11/3/20,2020
Republicans,39.65493,34.47458,44.83528,5/13/19,11/3/20,2020
Democrats,45.27612,40.17056,50.38168,5/14/19,11/3/20,2020
Republicans,39.57984,34.39563,44.76405,5/14/19,11/3/20,2020
Democrats,45.27053,40.1528,50.38826,5/15/19,11/3/20,2020
Republicans,39.60784,34.41505,44.80063,5/15/19,11/3/20,2020
Democrats,45.2653,40.13435,50.39626,5/16/19,11/3/20,2020
Republicans,39.61678,34.41205,44.82152,5/16/19,11/3/20,2020
Democrats,45.42756,40.35215,50.50297,5/17/19,11/3/20,2020
Republicans,40.36371,35.10977,45.61765,5/17/19,11/3/20,2020
Democrats,45.41078,40.32403,50.49752,5/18/19,11/3/20,2020
Republicans,40.39115,35.13036,45.65195,5/18/19,11/3/20,2020
Democrats,45.40995,40.32376,50.49613,5/19/19,11/3/20,2020
Republicans,40.39439,35.13349,45.6553,5/19/19,11/3/20,2020
Democrats,45.40961,40.32362,50.4956,5/20/19,11/3/20,2020
Republicans,40.40054,35.13918,45.66189,5/20/19,11/3/20,2020
Democrats,45.38387,40.26146,50.50629,5/21/19,11/3/20,2020
Republicans,40.38334,35.0863,45.68038,5/21/19,11/3/20,2020
Democrats,45.40199,40.27193,50.53205,5/22/19,11/3/20,2020
Republicans,40.36238,35.05006,45.67469,5/22/19,11/3/20,2020
Democrats,45.40347,40.26292,50.54401,5/23/19,11/3/20,2020
Republicans,40.3856,35.06464,45.70657,5/23/19,11/3/20,2020
Democrats,45.40426,40.25365,50.55487,5/24/19,11/3/20,2020
Republicans,40.36407,35.028,45.70015,5/24/19,11/3/20,2020
Democrats,45.40477,40.25517,50.55437,5/25/19,11/3/20,2020
Republicans,40.36996,35.0338,45.70612,5/25/19,11/3/20,2020
Democrats,45.40505,40.25673,50.55338,5/26/19,11/3/20,2020
Republicans,40.37756,35.04161,45.71352,5/26/19,11/3/20,2020
Democrats,45.40448,40.25706,50.5519,5/27/19,11/3/20,2020
Republicans,40.38145,35.04555,45.71735,5/27/19,11/3/20,2020
Democrats,45.38387,40.22686,50.54089,5/28/19,11/3/20,2020
Republicans,40.40746,35.06682,45.74811,5/28/19,11/3/20,2020
Democrats,46.11303,41.1023,51.12376,5/29/19,11/3/20,2020
Republicans,40.02679,34.83739,45.21618,5/29/19,11/3/20,2020
Democrats,46.11727,41.09848,51.13606,5/30/19,11/3/20,2020
Republicans,40.04374,34.84922,45.23826,5/30/19,11/3/20,2020
Democrats,46.10069,41.06905,51.13232,5/31/19,11/3/20,2020
Republicans,40.04514,34.84195,45.24833,5/31/19,11/3/20,2020
Democrats,46.10603,41.06956,51.1425,6/1/19,11/3/20,2020
Republicans,40.0698,34.86355,45.27604,6/1/19,11/3/20,2020
Democrats,46.10822,41.07217,51.14426,6/2/19,11/3/20,2020
Republicans,40.06861,34.86283,45.27438,6/2/19,11/3/20,2020
Democrats,46.13376,41.17852,51.08899,6/3/19,11/3/20,2020
Republicans,40.09133,34.95451,45.22815,6/3/19,11/3/20,2020
Democrats,46.13968,41.15865,51.1207,6/4/19,11/3/20,2020
Republicans,40.08778,34.92216,45.25341,6/4/19,11/3/20,2020
Democrats,45.8773,41.03019,50.7244,6/5/19,11/3/20,2020
Republicans,40.16652,35.09558,45.23747,6/5/19,11/3/20,2020
Democrats,45.89607,41.04556,50.74657,6/6/19,11/3/20,2020
Republicans,40.14805,35.06564,45.23045,6/6/19,11/3/20,2020
Democrats,45.90189,41.04557,50.75822,6/7/19,11/3/20,2020
Republicans,40.14252,35.05168,45.23337,6/7/19,11/3/20,2020
Democrats,45.88683,41.02287,50.7508,6/8/19,11/3/20,2020
Republicans,40.16334,35.07027,45.25641,6/8/19,11/3/20,2020
Democrats,45.88709,41.02479,50.74939,6/9/19,11/3/20,2020
Republicans,40.16163,35.06982,45.25344,6/9/19,11/3/20,2020
Democrats,45.89508,41.03601,50.75416,6/10/19,11/3/20,2020
Republicans,40.16044,35.06956,45.25133,6/10/19,11/3/20,2020
Democrats,45.88809,41.00251,50.77367,6/11/19,11/3/20,2020
Republicans,40.14495,35.02489,45.26501,6/11/19,11/3/20,2020
Democrats,46.0873,41.29693,50.87768,6/12/19,11/3/20,2020
Republicans,39.9311,34.84093,45.02127,6/12/19,11/3/20,2020
Democrats,46.10604,41.31298,50.8991,6/13/19,11/3/20,2020
