Office,State,CensusPop,raceYear,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,raceNotes,st_fips,state_abb,CD,district_num,district_id,WinnerParty,TotalVotesMajor,vote_margin,R_vote_margin
House,Michigan,NA,2018,District 13,0,NA,NA,165355,"Tlaib, Rashida",Challenger,Working Class,22186,"Johnson, Sam",Challenger,8758,143169,D,11.3,0,100,"The other vote was: Wilcoxon, D. Etta (Green) 7,980; Jones, Brenda (Write-in) 633; Dudenhoefer, David Anthony (Write-in) 75; Pommerville, Jonathan Lee (Write-in) 61; Simpson, DaNetta L. (Write-in) 3; Conyers, John III (Write-in) 2; Kinniebrew, Royce (Write-in) 2; Knott, Kimberly (Write-in) 1; Casha, James S. (Write-in) 1; Gardner, Douglas W. (Write-in) 0",26,MI,MI-13,13,MI13,D,165355,0.865828067,-1
House,Michigan,NA,2018,District 14,45899,"Herschfus, Marc S.",Challenger,214334,"Lawrence, Brenda",Incumbent,Working Class,4761,"Kolody, Philip",Challenger,NA,168435,D,1.8,17.64,82.36,NA,26,MI,MI-14,14,MI14,D,260233,0.64724689,-0.6472
House,Minnesota,NA,2018,District 1,146200,"Hagedorn, James",Challenger,144885,"Feehan, Dan",Challenger,Write-in,576,Scattered Write-Ins,Challenger,NA,1315,R,0.2,50.23,49.77,NA,27,MN,MN-01,1,MN01,R,291085,0.004517581,0.0046
House,Minnesota,NA,2018,District 2,159344,"Lewis, Jason",Incumbent,177958,"Craig, Angie",Challenger,Write-in,666,Scattered Write-Ins,Challenger,NA,18614,D,0.2,47.24,52.76,NA,27,MN,MN-02,2,MN02,D,337302,0.055184968,-0.0552
House,Minnesota,NA,2018,District 3,160839,"Paulsen, Erik",Incumbent,202404,"Phillips, Dean",Challenger,Write-in,706,Scattered Write-Ins,Challenger,NA,41565,D,0.19,44.28,55.72,NA,27,MN,MN-03,3,MN03,D,363243,0.114427532,-0.1144
House,Minnesota,NA,2018,District 4,97747,"Ryan, Greg",Challenger,216865,"McCollum, Betty",Incumbent,Legal Marijuana Now,13776,"Sindt, Susan Pendergast",Challenger,226,119118,D,4.19,31.07,68.93,The other vote was: Scattered Write-Ins (Write-in) 226,27,MN,MN-04,4,MN04,D,314612,0.378618743,-0.3786
House,Minnesota,NA,2018,District 5,74440,"Zielinski, Jennifer",Challenger,267703,"Omar, Ilhan",Challenger,Write-in,1215,Scattered Write-Ins,Challenger,NA,193263,D,0.35,21.76,78.24,NA,27,MN,MN-05,5,MN05,D,342143,0.564860307,-0.5648
House,Minnesota,NA,2018,District 6,192931,"Emmer, Tom",Incumbent,122332,"Todd, Ian",Challenger,Write-in,463,Scattered Write-Ins,Challenger,NA,70599,R,0.15,61.2,38.8,NA,27,MN,MN-06,6,MN06,R,315263,0.22393684,0.224
House,Minnesota,NA,2018,District 7,134668,"Hughes, Dave",Challenger,146672,"Peterson, Collin C.",Incumbent,Write-in,169,Scattered Write-Ins,Challenger,NA,12004,D,0.06,47.87,52.13,NA,27,MN,MN-07,7,MN07,D,281340,0.042667235,-0.0426
House,Minnesota,NA,2018,District 8,159364,"Stauber, Pete",Challenger,141950,"Radinovich, Joseph",Challenger,Independence,12741,"Sandman, Ray",Challenger,156,17414,R,4.05,52.89,47.11,The other vote was: Scattered Write-Ins (Write-in) 156,27,MN,MN-08,8,MN08,R,301314,0.057793531,0.0578
House,Mississippi,NA,2018,District 1,158245,"Kelly, Trent",Incumbent,76601,"Wadkins, Randy",Challenger,Reform,1675,"Hill, Tracella Lou",Challenger,NA,81644,R,0.71,67.38,32.62,NA,28,MS,MS-01,1,MS01,R,234846,0.347649098,0.3476
House,Mississippi,NA,2018,District 2,0,NA,NA,158921,"Thompson, Bennie",Incumbent,Independent,48104,"Ray, Troy",Challenger,14354,110817,D,21.73,0,100,"The other vote was: Harris, Irving (Reform) 14,354",28,MS,MS-02,2,MS02,D,158921,0.697308726,-1
House,Mississippi,NA,2018,District 3,160284,"Guest, Michael",Challenger,94461,"Evans, Michael",Challenger,Reform,2526,"Holland, Matthew",Challenger,NA,65823,R,0.98,62.92,37.08,NA,28,MS,MS-03,3,MS03,R,254745,0.2583878,0.2584
House,Mississippi,NA,2018,District 4,152633,"Palazzo, Steven",Incumbent,68787,"Anderson, Jeramey",Challenger,Reform,2312,"Sheets, Lajena",Challenger,NA,83846,R,1.03,68.93,31.07,NA,28,MS,MS-04,4,MS04,R,221420,0.378674013,0.3786
House,Missouri,NA,2018,District 1,45867,"Vroman, Robert",Challenger,219781,"Clay, William Lacy Jr.",Incumbent,Libertarian,8727,"Cunningham, Robb E.",Challenger,NA,173914,D,3.18,17.27,82.73,NA,29,MO,MO-01,1,MO01,D,265648,0.654678371,-0.6546
House,Missouri,NA,2018,District 2,192477,"Wagner, Ann",Incumbent,177611,"VanOstran, Cort",Challenger,Libertarian,4229,"Kirk, Larry A.",Challenger,1749,14866,R,1.12,52.01,47.99,"The other vote was: Arnold, David (Green) 1,740; Newhouse, Ken (Write-in) 9",29,MO,MO-02,2,MO02,R,370088,0.040168825,0.0402
House,Missouri,NA,2018,District 3,211243,"Luetkemeyer, Blaine",Incumbent,106589,"Geppert, Katy",Challenger,Libertarian,6776,"Stolle, Donald V.",Challenger,NA,104654,R,2.09,66.46,33.54,NA,29,MO,MO-03,3,MO03,R,317832,0.329274585,0.3292
House,Missouri,NA,2018,District 4,190138,"Hartzler, Vicky",Incumbent,95968,"Hoagenson, Renee",Challenger,Libertarian,7210,"Bliss, Mark",Challenger,NA,94170,R,2.46,66.46,33.54,NA,29,MO,MO-04,4,MO04,R,286106,0.329143744,0.3292
House,Missouri,NA,2018,District 5,101069,"Turk, Jacob",Challenger,175019,"Cleaver, Emanuel II",Incumbent,Libertarian,4725,"Howell, Alexander",Challenger,2972,73950,D,1.66,36.61,63.39,"The other vote was: Copeland, Maurice (Green) 2,091; Fredland, E. C. (Constitution) 876; Marshall, Patrick E. (Write-in) 5",29,MO,MO-05,5,MO05,D,276088,0.267849381,-0.2678
House,Missouri,NA,2018,District 6,199796,"Graves, Samuel B. Jr.",Incumbent,97660,"Martin, Henry",Challenger,Libertarian,7953,"Hogan, Dan",Challenger,NA,102136,R,2.6,67.17,32.83,NA,29,MO,MO-06,6,MO06,R,297456,0.343365069,0.3434
House,Missouri,NA,2018,District 7,196343,"Long, Billy",Incumbent,89190,"Schoolcraft, Jamie",Challenger,Libertarian,10920,"Brixey, Benjamin T.",Challenger,2,107153,R,3.68,68.76,31.24,"The other vote was: Deines, Shawn (Write-in) 2",29,MO,MO-07,7,MO07,R,285533,0.375273611,0.3752
House,Missouri,NA,2018,District 8,194042,"Smith, Jason",Incumbent,66151,"Ellis, Kathy",Challenger,Libertarian,4206,"Shell, Jonathan",Challenger,NA,127891,R,1.59,74.58,25.42,NA,29,MO,MO-08,8,MO08,R,260193,0.4915236,0.4916
House,Montana,NA,2018,At Large,256661,"Gianforte, Greg",Incumbent,233284,"Williams, Kathleen",Challenger,Libertarian,14476,"Swanson, Elinor",Challenger,NA,23377,R,2.87,52.39,47.61,NA,30,MT,MT-AL,0,MT00,R,489945,0.047713519,0.0478
House,Nebraska,NA,2018,District 1,141712,"Fortenberry, Jeff",Incumbent,93069,"McClure, Jessica",Challenger,NA,NA,NA,NA,NA,48643,R,0,60.36,39.64,NA,31,NE,NE-01,1,NE01,R,234781,0.207184568,0.2072
House,Nebraska,NA,2018,District 2,126715,"Bacon, Don",Incumbent,121770,"Eastman, Kara",Challenger,NA,NA,NA,NA,NA,4945,R,0,51,49,NA,31,NE,NE-02,2,NE02,R,248485,0.019900598,0.02
House,Nebraska,NA,2018,District 3,163650,"Smith, Adrian",Incumbent,49654,"Theobald, Paul",Challenger,NA,NA,NA,NA,NA,113996,R,0,76.72,23.28,NA,31,NE,NE-03,3,NE03,R,213304,0.534429734,0.5344
House,Nevada,NA,2018,District 1,46978,"Bentley, Joyce",Challenger,100707,"Titus, Dina",Incumbent,Independent American,2454,"Garfield, Dan",Challenger,2062,53729,D,1.61,31.81,68.19,"The other vote was: Strawder, Robert (Libertarian) 2,062",32,NV,NV-01,1,NV01,D,147685,0.363808105,-0.3638
House,Nevada,NA,2018,District 2,167435,"Amodei, Mark",Incumbent,120102,"Koble, Clint",Challenger,NA,NA,NA,NA,NA,47333,R,0,58.23,41.77,NA,32,NV,NV-02,2,NV02,R,287537,0.164615336,0.1646
House,Nevada,NA,2018,District 3,122566,"Tarkanian, Danny",Challenger,148501,"Lee, Susie",Challenger,Libertarian,4555,"Brown, Steve",Challenger,10546,25935,D,1.59,45.22,54.78,"The other vote was: Goossen, David (No Party) 3,627; Vickers, Harry L. (Independent American) 3,481; Eisner, Gil  (No Party) 1,887; Gumina, Tony (No Party) 1,551",32,NV,NV-03,3,NV03,D,271067,0.095677452,-0.0956
House,Nevada,NA,2018,District 4,102748,"Hardy, Cresent",Challenger,121962,"Horsford, Steven A.",Challenger,Independent American,3180,"Markowitz, Warren",Challenger,6978,19214,D,1.35,45.72,54.28,"The other vote was: Smith, Rodney (No Party) 2,733; Luckner, Gregg (Libertarian) 2,213; McGonigle, Dean (No Party) 2,032",32,NV,NV-04,4,NV04,D,224710,0.085505763,-0.0856
House,New Hampshire,NA,2018,District 1,130996,"Edwards, Eddie",Challenger,155884,"Pappas, Chris",Challenger,Libertarian,4048,"Belforti, Dan",Challenger,111,24888,D,1.39,45.66,54.34,The other vote was: Scattered Write-Ins (Write-in) 111,33,NH,NH-01,1,NH01,D,286880,0.086754044,-0.0868
House,New Hampshire,NA,2018,District 2,117990,"Negron, Steven",Challenger,155358,"Kuster, Ann McLane",Incumbent,Libertarian,6206,"O'Donnell, Justin Francis",Challenger,151,37368,D,2.22,43.16,56.84,The other vote was: Scattered Write-Ins (Write-in) 151,33,NH,NH-02,2,NH02,D,273348,0.13670486,-0.1368
House,New Jersey,NA,2018,District 1,87617,"Dilks, Paul",Challenger,169628,"Norcross, Donald",Incumbent,Libertarian,2821,"Shapiro, Robert",Challenger,3352,82011,D,1.07,34.06,65.94,"The other vote was: Hamlin, Paul (We Deserve Better) 2,368; Kabir, Mohammad (Your Voice Hard) 984",34,NJ,NJ-01,1,NJ01,D,257245,0.31880503,-0.3188
House,New Jersey,NA,2018,District 2,116866,"Grossman, Seth",Challenger,136685,"Van Drew, Jeff",Challenger,Libertarian,1726,"Ordille, John",Challenger,3086,19819,D,0.67,46.09,53.91,"The other vote was: Fenichel, Steven (Time for Truth) 1,154; Sanchez, Anthony Parisi (Cannot be Bought) 1,064; Benfer, William R, (Other) 868",34,NJ,NJ-02,2,NJ02,D,253551,0.078165734,-0.0782
House,New Jersey,NA,2018,District 3,149500,"MacArthur, Tom",Incumbent,153473,"Kim, Andy",Challenger,Constitution,3902,"Berlinski, Lawrence  W. Jr.",Challenger,NA,3973,D,1.27,49.34,50.66,NA,34,NJ,NJ-03,3,NJ03,D,302973,0.01311338,-0.0132
House,New Jersey,NA,2018,District 4,163065,"Smith, Christopher H.",Incumbent,126766,"Welle, Josh",Challenger,Libertarian,1387,"Rufo, Michael",Challenger,3130,36299,R,0.47,56.26,43.74,"The other vote was: Stackhouse, Edward C. Jr. (Ed the Barber) 1,064; Reynolds, Brian J. (Check this column) 851; Stoler, Felicia (The Inclusion Candidate) 844; Yusufov, Allen (Time for Change) 371",34,NJ,NJ-04,4,NJ04,R,289831,0.125241951,0.1252
House,New Jersey,NA,2018,District 5,128255,"McCann, John J. Jr.",Challenger,169546,"Gottheimer, Joshua S.",Incumbent,Libertarian,2115,"Tosone, James",Challenger,1907,41291,D,0.7,43.07,56.93,"The other vote was: Goetz, Wendy (Trade, Health, Environment) 1,907",34,NJ,NJ-05,5,NJ05,D,297801,0.138652993,-0.1386
House,New Jersey,NA,2018,District 6,80443,"Pezzullo, Richard J.",Challenger,140752,"Pallone, Frank Jr.",Incumbent,NA,NA,NA,NA,NA,60309,D,0,36.37,63.63,NA,34,NJ,NJ-06,6,NJ06,D,221195,0.272650828,-0.2726
House,New Jersey,NA,2018,District 7,150785,"Lance, Leonard",Incumbent,166985,"Malinowski, Tom",Challenger,Green,2676,"Moxley, Diane",Challenger,2296,16200,D,0.83,47.45,52.55,"The other vote was: Mele, Gregg (Freedom, Responsibility, Action) 2,296",34,NJ,NJ-07,7,NJ07,D,317770,0.050980269,-0.051
House,New Jersey,NA,2018,District 8,28725,"Muniz, John",Challenger,119881,"Sires, Albio",Incumbent,New Way Forward,3658,"Mahmoud, Mahmoud",Challenger,1191,91156,D,2.38,19.33,80.67,"The other vote was: Delaney, Dan (Libertarian) 1,191",34,NJ,NJ-08,8,NJ08,D,148606,0.613407265,-0.6134
House,New Jersey,NA,2018,District 9,57854,"Fisher, Eric",Challenger,140832,"Pascrell, William J. Jr.",Incumbent,Libertarian,1730,"Belusic, Claudio",Challenger,NA,82978,D,0.86,29.12,70.88,NA,34,NJ,NJ-09,9,NJ09,D,198686,0.417633854,-0.4176
House,New Jersey,NA,2018,District 11,136322,"Webber, Jay",Challenger,183684,"Sherrill, Mikie",Challenger,"Honesty, Integrity, Compassion",2182,"Crook, Robert F.",Challenger,1386,47362,D,0.67,42.6,57.4,"The other vote was: Martinez, Ryan (Libertarian) 1,386",34,NJ,NJ-11,11,NJ11,D,320006,0.148003475,-0.148
House,New Jersey,NA,2018,District 12,79041,"Kipnis, Daryl",Challenger,173334,"Coleman, Bonnie Watson",Incumbent,NA,NA,NA,NA,NA,94293,D,0,31.32,68.68,NA,34,NJ,NJ-12,12,NJ12,D,252375,0.373622585,-0.3736
House,New Mexico,NA,2018,District 1,90507,"Arnold-Jones, Janice E.",Challenger,147336,"Haaland, Debra",Challenger,Libertarian,11319,"Princeton, Lloyd J.",Challenger,NA,56829,D,4.54,38.05,61.95,NA,35,NM,NM-01,1,NM01,D,237843,0.238934928,-0.239
House,New Jersey,NA,2018,District 10,20191,"Khan, Agha",Challenger,175253,"Payne, Donald M. Jr.",Incumbent,C4C 2018,2070,"Johnson, Cynthia",Challenger,2645,155062,D,1.03,10.33,89.67,"The other vote was: Miller, Joanne (Never Give Up) 2,038; Diroma, Scott (Libertarian) 607",34,NJ,NJ-10,10,NJ10,D,195444,0.793383271,-0.7934
House,New Mexico,NA,2018,District 2,97767,"Herrell, Yvette",Challenger,101489,"Torres Small, Xochitl",Challenger,NA,NA,NA,NA,NA,3722,D,0,49.07,50.93,NA,35,NM,NM-02,2,NM02,D,199256,0.018679488,-0.0186
House,New Mexico,NA,2018,District 3,76427,"McFall, Jerald",Challenger,155201,"Lujan, Ben Ray",Incumbent,Libertarian,13265,"Manning, Christopher",Challenger,NA,78774,D,5.42,33,67,NA,35,NM,NM-03,3,NM03,D,231628,0.340088418,-0.34
House,New York,NA,2018,District 1,139027,"Zeldin, Lee M.",Incumbent,127991,"Gershon, Perry",Challenger,Women's Equality Party,2988,"Browning, Kate M.",Challenger,47,11036,R,1.11,52.07,47.93,The other vote was: Scattered Write-Ins (Write-in) 47,36,NY,NY-01,1,NY01,R,267018,0.041330547,0.0414
House,New York,NA,2018,District 2,128078,"King, Peter T.",Incumbent,113074,"Grechen  Shirley, Liuba",Challenger,Write-in,65,Scattered Write-Ins,Challenger,NA,15004,R,0.03,53.11,46.89,NA,36,NY,NY-02,2,NY02,R,241152,0.06221802,0.0622
House,New York,NA,2018,District 3,109514,"DeBono, Dan",Challenger,157456,"Suozzi, Thomas R.",Incumbent,Write-in,92,Scattered Write-Ins,Challenger,NA,47942,D,0.03,41.02,58.98,NA,36,NY,NY-03,3,NY03,D,266970,0.17957823,-0.1796
House,New York,NA,2018,District 4,100571,"Benno, Ameer",Challenger,159535,"Rice, Kathleen M.",Incumbent,Write-in,100,Scattered Write-Ins,Challenger,NA,58964,D,0.04,38.67,61.33,NA,36,NY,NY-04,4,NY04,D,260106,0.226692195,-0.2266
House,New York,NA,2018,District 5,0,NA,NA,160500,"Meeks, Gregory W.",Incumbent,Write-in,971,Scattered Write-Ins,Challenger,NA,159529,D,0.6,0,100,NA,36,NY,NY-05,5,NY05,D,160500,0.993950156,-1
House,New York,NA,2018,District 6,0,NA,NA,111646,"Meng, Grace",Incumbent,Green,11209,"Hillgardner, Thomas J.",Challenger,566,100437,D,9.08,0,100,The other vote was: Scattered Write-Ins (Write-in) 566,36,NY,NY-06,6,NY06,D,111646,0.899602314,-1
House,New York,NA,2018,District 7,0,NA,NA,146687,"Velazquez, Nydia",Incumbent,Conservative,8670,"Lieberman, Joseph",Challenger,1945,138017,D,5.51,0,100,"The other vote was: Kurzon, Jeff (Reform) 1,740; Scattered Write-Ins (Write-in) 205",36,NY,NY-07,7,NY07,D,146687,0.940894558,-1
House,New York,NA,2018,District 8,0,NA,NA,180376,"Jeffries, Hakeem",Incumbent,Conservative,9997,"Johnson, Ernest C.",Challenger,1194,170379,D,5.22,0,100,"The other vote was: White, Jessica L. (Reform) 1,031; Scattered Write-Ins (Write-in) 163",36,NY,NY-08,8,NY08,D,180376,0.944576884,-1
House,New York,NA,2018,District 9,20901,"Gayot, Lutchi",Challenger,181455,"Clarke, Yvette D.",Incumbent,Reform,779,"Anabilah-Azumah, Joel",Challenger,288,160554,D,0.38,10.33,89.67,The other vote was: Scattered Write-Ins (Write-in) 288,36,NY,NY-09,9,NY09,D,202356,0.793423472,-0.7934
House,New York,NA,2018,District 10,37619,"Levin, Naomi",Challenger,173095,"Nadler, Jerrold",Incumbent,Write-in,244,Scattered Write-Ins,Challenger,NA,135476,D,0.12,17.85,82.15,NA,36,NY,NY-10,10,NY10,D,210714,0.642937821,-0.643
House,New York,NA,2018,District 11,89441,"Donovan, Daniel M. Jr.",Incumbent,101823,"Rose, Max",Challenger,Green,774,"Bardel, Henry",Challenger,135,12382,D,0.4,46.76,53.24,The other vote was: Scattered Write-Ins (Write-in) 135,36,NY,NY-11,11,NY11,D,191264,0.064737745,-0.0648
House,New York,NA,2018,District 12,30446,"Rabin, Eliot",Challenger,217430,"Maloney, Carolyn B.",Incumbent,Green,3728,"Hutchins, Scott",Challenger,273,186984,D,1.48,12.28,87.72,The other vote was: Scattered Write-Ins (Write-in) 273,36,NY,NY-12,12,NY12,D,247876,0.754344914,-0.7544
House,New York,NA,2018,District 13,10268,"Butler, Jineea",Challenger,180035,"Espaillat, Adriano",Incumbent,Write-in,385,Scattered Write-Ins,Challenger,NA,169767,D,0.2,5.4,94.6,NA,36,NY,NY-13,13,NY13,D,190303,0.892087881,-0.892
House,New York,NA,2018,District 14,19202,"Pappas, Anthony",Challenger,110318,"Ocasio-Cortez, Alexandria",Challenger,Working Families,9348,"Crowley, Joseph",Incumbent,2336,91116,D,6.62,14.83,85.17,"The other vote was: Perri, Elizabeth (Conservative) 2,254; Scattered Write-Ins (Write-in) 82",36,NY,NY-14,14,NY14,D,129520,0.703489809,-0.7034
House,New York,NA,2018,District 15,5205,"Gonzalez, Jason",Challenger,124469,"Serrano, Jose E.",Incumbent,Write-in,77,Scattered Write-Ins,Challenger,NA,119264,D,0.06,4.01,95.99,NA,36,NY,NY-15,15,NY15,D,129674,0.919721764,-0.9198
House,New York,NA,2018,District 16,0,NA,NA,182044,"Engel, Eliot L.",Incumbent,Write-in,1312,Scattered Write-Ins,Challenger,NA,180732,D,0.72,0,100,NA,36,NY,NY-16,16,NY16,D,182044,0.992792951,-1
House,New York,NA,2018,District 17,0,NA,NA,170168,"Lowey, Nita M.",Incumbent,Reform,23150,"Ciardullo, Joseph J.",Challenger,523,147018,D,11.94,0,100,The other vote was: Scattered Write-Ins (Write-in) 523,36,NY,NY-17,17,NY17,D,170168,0.863957971,-1
House,New York,NA,2018,District 18,112035,"O'Donnell, James",Challenger,139564,"Maloney, Sean",Incumbent,Write-in,91,Scattered Write-Ins,Challenger,NA,27529,D,0.04,44.53,55.47,NA,36,NY,NY-18,18,NY18,D,251599,0.109416174,-0.1094
House,Ohio,NA,2018,District 3,65040,"Burgess, James",Challenger,181575,"Beatty, Joyce",Incumbent,Write-in,62,"Milam, Millie",Challenger,NA,116535,D,0.03,26.37,73.63,NA,39,OH,OH-03,3,OH03,D,246615,0.472538167,-0.4726
House,Ohio,NA,2018,District 4,167993,"Jordan, Jim",Incumbent,89412,"Garrett, Janet",Challenger,NA,NA,NA,NA,NA,78581,R,0,65.26,34.74,NA,39,OH,OH-04,4,OH04,R,257405,0.30528156,0.3052
House,Ohio,NA,2018,District 5,176569,"Latta, Bob",Incumbent,99655,"Galbraith, John Michael",Challenger,Libertarian,7393,"Kissick, Don",Challenger,NA,76914,R,2.61,63.92,36.08,NA,39,OH,OH-05,5,OH05,R,276224,0.278447926,0.2784
House,New York,NA,2018,District 19,132873,"Faso, John",Incumbent,147873,"Delgado, Antonio",Challenger,Green,4313,"Greenfield, Steven",Challenger,2927,15000,D,1.5,47.33,52.67,"The other vote was: Neal, Diane (Independent) 2,835; Scattered Write-Ins (Write-in) 92",36,NY,NY-19,19,NY19,D,280746,0.053429078,-0.0534
House,New York,NA,2018,District 20,89058,"Vitollo, Francis Joseph",Challenger,176811,"Tonko, Paul D.",Incumbent,Write-in,145,Scattered Write-Ins,Challenger,NA,87753,D,0.05,33.5,66.5,NA,36,NY,NY-20,20,NY20,D,265869,0.330061045,-0.33
House,New York,NA,2018,District 21,131981,"Stefanik, Elise",Incumbent,99791,"Cobb, Tedra Lynn",Challenger,Green,3437,"Kahn, Lynn",Challenger,58,32190,R,1.46,56.94,43.06,The other vote was: Scattered Write-Ins (Write-in) 58,36,NY,NY-21,21,NY21,R,231772,0.138886492,0.1388
House,New York,NA,2018,District 22,123242,"Tenney, Claudia",Incumbent,127715,"Brindisi, Anthony",Challenger,Write-in,255,Scattered Write-Ins,Challenger,NA,4473,D,0.1,49.11,50.89,NA,36,NY,NY-22,22,NY22,D,250957,0.017823771,-0.0178
House,New York,NA,2018,District 23,130323,"Reed, Thomas W. II",Incumbent,109932,"Mitrano, Tracy",Challenger,Write-in,119,Scattered Write-Ins,Challenger,NA,20391,R,0.05,54.24,45.76,NA,36,NY,NY-23,23,NY23,R,240255,0.084872323,0.0848
House,New York,NA,2018,District 24,136920,"Katko, John M.",Incumbent,123226,"Balter, Dana",Challenger,Write-in,331,Scattered Write-Ins,Challenger,NA,13694,R,0.13,52.63,47.37,NA,36,NY,NY-24,24,NY24,R,260146,0.052639672,0.0526
House,New York,NA,2018,District 25,110736,"Maxwell, Jim",Challenger,159244,"Morelle, Joseph  D.",Challenger,Write-in,140,Scattered Write-Ins,Challenger,NA,48508,D,0.05,41.02,58.98,NA,36,NY,NY-25,25,NY25,D,269980,0.179672568,-0.1796
House,New York,NA,2018,District 26,61488,"Zeno, Renee Marie",Challenger,169166,"Higgins, Brian M.",Incumbent,Write-in,9,Scattered Write-Ins,Challenger,NA,107678,D,0,26.66,73.34,NA,36,NY,NY-26,26,NY26,D,230654,0.466837774,-0.4668
House,New York,NA,2018,District 27,140146,"Collins, Chris",Incumbent,139059,"McMurray, Nathan D.",Challenger,Reform,5973,"Piegza, Larry",Challenger,122,1087,R,2.09,50.19,49.81,The other vote was: Scattered Write-Ins (Write-in) 122,36,NY,NY-27,27,NY27,R,279205,0.003893197,0.0038
House,North Carolina,NA,2018,District 1,82218,"Allison, Roger",Challenger,190457,"Butterfield, George K.",Incumbent,NA,NA,NA,NA,NA,108239,D,0,30.15,69.85,"Regarding District 9: In February 2019, it was determined that another election will be held, with the primary election on May 14, 2019 (and if needed, a second primary on September 10). The general election will be on September 10 if there is no second primary.",37,NC,NC-01,1,NC01,D,272675,0.396952416,-0.397
House,North Carolina,NA,2018,District 2,170072,"Holding, George",Incumbent,151977,"Coleman, Linda",Challenger,Libertarian,9655,"Matemu, Jeff",Challenger,NA,18095,R,2.91,52.81,47.19,NA,37,NC,NC-02,2,NC02,R,322049,0.056187102,0.0562
House,North Carolina,NA,2018,District 3,187901,"Jones, Walter B. Jr.",Incumbent,0,NA,NA,NA,NA,NA,NA,NA,187901,R,0,100,0,NA,37,NC,NC-03,3,NC03,R,187901,1,1
House,North Carolina,NA,2018,District 4,82052,"Loor, Steve Von",Challenger,247067,"Price, David E.",Incumbent,Libertarian,12284,"Howe, Barbara",Challenger,NA,165015,D,3.6,24.93,75.07,NA,37,NC,NC-04,4,NC04,D,329119,0.501383998,-0.5014
House,North Carolina,NA,2018,District 5,159917,"Foxx, Virginia Ann",Incumbent,120468,"Adams, Denise",Challenger,NA,NA,NA,NA,NA,39449,R,0,57.03,42.97,NA,37,NC,NC-05,5,NC05,R,280385,0.140695829,0.1406
House,North Carolina,NA,2018,District 6,160709,"Walker, Mark",Incumbent,123651,"Watts, Ryan",Challenger,NA,NA,NA,NA,NA,37058,R,0,56.52,43.48,NA,37,NC,NC-06,6,NC06,R,284360,0.13032072,0.1304
House,North Carolina,NA,2018,District 7,156809,"Rouzer, David",Incumbent,120838,"Horton, Kyle",Challenger,Constitution,4665,"Fallin, David W.",Challenger,NA,35971,R,1.65,56.48,43.52,NA,37,NC,NC-07,7,NC07,R,277647,0.129556595,0.1296
House,North Carolina,NA,2018,District 8,141402,"Hudson, Richard",Incumbent,114119,"McNeill, Frank",Challenger,NA,NA,NA,NA,NA,27283,R,0,55.34,44.66,NA,37,NC,NC-08,8,NC08,R,255521,0.106774003,0.1068
House,North Carolina,NA,2018,District 9,139246,"Harris, Mark",Challenger,138341,"McCready, Daniel",Challenger,Libertarian,5130,"Scott, Jeff",Challenger,NA,905,R,1.81,50.16,49.84,NA,37,NC,NC-09,9,NC09,R,277587,0.003260239,0.0032
House,North Carolina,NA,2018,District 10,164969,"McHenry, Patrick T.",Incumbent,113259,"Brown, David Wilson",Challenger,NA,NA,NA,NA,NA,51710,R,0,59.29,40.71,NA,37,NC,NC-10,10,NC10,R,278228,0.185854767,0.1858
House,North Carolina,NA,2018,District 11,178012,"Meadows, Mark",Incumbent,116508,"Price, Phillip G.",Challenger,Libertarian,6146,"Ingram, Clifton B. Jr.",Challenger,NA,61504,R,2.04,60.44,39.56,NA,37,NC,NC-11,11,NC11,R,294520,0.208827923,0.2088
House,North Carolina,NA,2018,District 12,75164,"Wright, Paul",Challenger,203974,"Adams, Alma S.",Incumbent,NA,NA,NA,NA,NA,128810,D,0,26.93,73.07,NA,37,NC,NC-12,12,NC12,D,279138,0.461456341,-0.4614
House,North Carolina,NA,2018,District 13,147570,"Budd, Ted",Incumbent,130402,"Manning, Kathy",Challenger,Libertarian,5513,"Bailey, Tom",Challenger,2831,17168,R,1.93,53.09,46.91,"The other vote was: Corriher, Robert (Green) 2,831",37,NC,NC-13,13,NC13,R,277972,0.061761616,0.0618
House,North Dakota,NA,2018,At Large,193568,"Armstrong, Kelly",Challenger,114377,"Schneider, Mac",Challenger,Independent,13066,"Tuttle, Charles",Challenger,521,79191,R,4.06,62.86,37.14,The other vote was: Scattered Write-Ins (Write-in) 521,38,ND,ND-AL,0,ND00,R,307945,0.257159558,0.2572
House,Ohio,NA,2018,District 1,154409,"Chabot, Steve",Incumbent,141118,"Pureval, Aftab",Challenger,Libertarian,5339,"Kubala, Dirk",Challenger,5,13291,R,1.77,52.25,47.75,"The other vote was: Kiani, Kiumars G. (Write-in) 5",39,OH,OH-01,1,OH01,R,295527,0.044973894,0.045
House,Ohio,NA,2018,District 2,166714,"Wenstrup, Brad",Incumbent,119333,"Schiller, Jill",Challenger,Green,3606,"Condit, Jim Jr.",Challenger,8,47381,R,1.24,58.28,41.72,"The other vote was: Baker, David (Write-in) 8",39,OH,OH-02,2,OH02,R,286047,0.165640612,0.1656
