Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support
822,NA,1374,NA,10,1,1996,10,2,34.5,10/2/96,D,51
822,NA,1374,NA,10,1,1996,10,2,34.5,10/2/96,R,43
823,NA,1444.310059,NA,9,20,1996,9,22,45,9/22/96,D,48
823,NA,1444.310059,NA,9,20,1996,9,22,45,9/22/96,R,45
824,NA,1444.310059,NA,9,7,1996,9,10,57.5,9/10/96,D,50
824,NA,1444.310059,NA,9,7,1996,9,10,57.5,9/10/96,R,40
825,NA,1444.310059,NA,10,14,1996,10,15,21.5,10/15/96,D,53
825,NA,1444.310059,NA,10,14,1996,10,15,21.5,10/15/96,R,40
826,NA,1012,NA,8,27,1996,8,28,69.5,8/28/96,D,51
826,NA,1012,NA,8,27,1996,8,28,69.5,8/28/96,R,40
827,NA,769,NA,5,8,1996,5,12,179,5/12/96,R,36
828,NA,1444.310059,NA,10,7,1996,10,8,28.5,10/8/96,D,51
828,NA,1444.310059,NA,10,7,1996,10,8,28.5,10/8/96,R,41
829,NA,4030,NA,7,10,1996,7,14,116,7/14/96,D,50
829,NA,4030,NA,7,10,1996,7,14,116,7/14/96,R,38
830,NA,1444.310059,NA,9,18,1996,9,22,46,9/22/96,D,50
830,NA,1444.310059,NA,9,18,1996,9,22,46,9/22/96,R,43
831,NA,1861,NA,10,3,1996,10,6,31.5,10/6/96,D,50
831,NA,1861,NA,10,3,1996,10,6,31.5,10/6/96,R,42
832,NA,761,NA,8,8,1996,8,9,88.5,8/9/96,D,44
832,NA,761,NA,8,8,1996,8,9,88.5,8/9/96,R,47
833,NA,1000,NA,9,15,1996,9,18,49.5,9/18/96,D,38
833,NA,1000,NA,9,15,1996,9,18,49.5,9/18/96,R,42
834,NA,1444.310059,NA,8,23,1996,8,25,73,8/25/96,D,44
834,NA,1444.310059,NA,8,23,1996,8,25,73,8/25/96,R,48
835,NA,1002,NA,2,23,1996,2,25,255,2/25/96,D,49
835,NA,1002,NA,2,23,1996,2,25,255,2/25/96,R,45
836,NA,1000,NA,6,19,1996,6,23,137,6/23/96,D,46
836,NA,1000,NA,6,19,1996,6,23,137,6/23/96,R,43
837,NA,1005,NA,1,18,1996,1,21,290.5,1/21/96,D,51
837,NA,1005,NA,1,18,1996,1,21,290.5,1/21/96,R,41
838,NA,1019,NA,5,28,1996,5,29,160.5,5/29/96,D,48
838,NA,1019,NA,5,28,1996,5,29,160.5,5/29/96,R,46
839,NA,1000,NA,8,17,1996,8,20,78.5,8/20/96,D,49
839,NA,1000,NA,8,17,1996,8,20,78.5,8/20/96,R,43
840,NA,1000,NA,9,7,1996,9,12,56.5,9/12/96,D,38
840,NA,1000,NA,9,7,1996,9,12,56.5,9/12/96,R,41
841,NA,1179,NA,8,5,1996,8,7,91,8/7/96,D,48
841,NA,1179,NA,8,5,1996,8,7,91,8/7/96,R,44
842,NA,1664,NA,9,4,1996,9,5,61.5,9/5/96,D,48
842,NA,1664,NA,9,4,1996,9,5,61.5,9/5/96,R,42
851,NA,907,NA,6,3,1998,6,4,152.5,6/4/98,D,37
851,NA,907,NA,6,3,1998,6,4,152.5,6/4/98,R,38
852,NA,687,NA,7,30,1998,7,30,96,7/30/98,D,44
852,NA,687,NA,7,30,1998,7,30,96,7/30/98,R,39
853,NA,482,NA,9,8,1998,9,10,55,9/10/98,D,46
853,NA,482,NA,9,8,1998,9,10,55,9/10/98,R,47
854,NA,485,NA,10,26,1998,10,28,7,10/28/98,D,47
854,NA,485,NA,10,26,1998,10,28,7,10/28/98,R,50
855,NA,900,NA,10,7,1998,10,8,26.5,10/8/98,D,37
855,NA,900,NA,10,7,1998,10,8,26.5,10/8/98,R,45
856,NA,401,NA,9,14,1998,9,15,49.5,9/15/98,D,48
856,NA,401,NA,9,14,1998,9,15,49.5,9/15/98,R,47
857,NA,404,NA,7,7,1998,7,8,118.5,7/8/98,D,46
857,NA,404,NA,7,7,1998,7,8,118.5,7/8/98,R,42
858,NA,635.9949341,NA,9,22,1998,9,23,41.5,9/23/98,D,47
858,NA,635.9949341,NA,9,22,1998,9,23,41.5,9/23/98,R,48
859,NA,855,NA,4,17,1998,4,19,199,4/19/98,D,46
859,NA,855,NA,4,17,1998,4,19,199,4/19/98,R,45
860,NA,1754,NA,8,27,1998,9,8,62,9/8/98,D,46
860,NA,1754,NA,8,27,1998,9,8,62,9/8/98,R,45
861,NA,800,NA,3,30,1998,4,2,216.5,4/2/98,D,39
861,NA,800,NA,3,30,1998,4,2,216.5,4/2/98,R,34
862,NA,1000,NA,9,21,1998,9,27,40,9/27/98,D,41
862,NA,1000,NA,9,21,1998,9,27,40,9/27/98,R,38
863,NA,771,NA,6,4,1998,6,8,150,6/8/98,D,46
863,NA,771,NA,6,4,1998,6,8,150,6/8/98,R,44
864,NA,655,NA,4,20,1998,4,26,194,4/26/98,D,40
865,NA,867,NA,5,8,1998,5,10,178,5/10/98,D,48
865,NA,867,NA,5,8,1998,5,10,178,5/10/98,R,43
866,NA,581,NA,10,22,1998,10,25,10.5,10/25/98,D,49
866,NA,581,NA,10,22,1998,10,25,10.5,10/25/98,R,47
867,NA,500,NA,4,18,1998,4,20,198,4/20/98,D,36
867,NA,500,NA,4,18,1998,4,20,198,4/20/98,R,30
868,NA,539,NA,9,23,1998,9,24,40.5,9/24/98,D,51
868,NA,539,NA,9,23,1998,9,24,40.5,9/24/98,R,45
869,NA,442,NA,10,14,1998,10,15,19.5,10/15/98,D,47
869,NA,442,NA,10,14,1998,10,15,19.5,10/15/98,R,47
870,NA,1336.776367,NA,7,9,1998,7,12,115.5,7/12/98,D,47
870,NA,1336.776367,NA,7,9,1998,7,12,115.5,7/12/98,R,45
871,NA,822.1783447,NA,10,31,1998,11,1,2.5,11/1/98,D,49
871,NA,822.1783447,NA,10,31,1998,11,1,2.5,11/1/98,R,48
872,NA,855,NA,7,7,1998,7,8,118.5,7/8/98,D,46
872,NA,855,NA,7,7,1998,7,8,118.5,7/8/98,R,46
873,NA,655,NA,7,28,1998,8,1,96,8/1/98,D,37
873,NA,655,NA,7,28,1998,8,1,96,8/1/98,R,36
874,NA,1019,NA,9,23,1998,9,24,40.5,9/24/98,D,47
874,NA,1019,NA,9,23,1998,9,24,40.5,9/24/98,R,38
875,NA,394,NA,4,17,1998,4,19,199,4/19/98,D,44
875,NA,394,NA,4,17,1998,4,19,199,4/19/98,R,50
876,NA,1108,NA,8,21,1998,8,23,73,8/23/98,D,47
876,NA,1108,NA,8,21,1998,8,23,73,8/23/98,R,43
877,NA,1036,NA,10,14,1998,10,15,19.5,10/15/98,D,49
877,NA,1036,NA,10,14,1998,10,15,19.5,10/15/98,R,37
878,NA,1532,NA,10,14,1998,10,18,18,10/18/98,D,44
878,NA,1532,NA,10,14,1998,10,18,18,10/18/98,R,43
879,NA,1234,NA,5,18,1998,5,19,168.5,5/19/98,D,45
879,NA,1234,NA,5,18,1998,5,19,168.5,5/19/98,R,43
880,NA,1000,NA,6,1,1998,6,7,152,6/7/98,D,37
880,NA,1000,NA,6,1,1998,6,7,152,6/7/98,R,34
881,NA,900,NA,7,15,1998,7,16,110.5,7/16/98,D,35
881,NA,900,NA,7,15,1998,7,16,110.5,7/16/98,R,41
882,NA,1155.095459,NA,10,29,1998,11,1,3.5,11/1/98,D,49
882,NA,1155.095459,NA,10,29,1998,11,1,3.5,11/1/98,R,46
883,NA,1359.221069,NA,8,19,1998,8,21,75,8/21/98,R,45
884,NA,1020,NA,1,14,1998,1,15,292.5,1/15/98,D,46
884,NA,1020,NA,1,14,1998,1,15,292.5,1/15/98,R,37
885,NA,743,NA,10,28,1998,10,31,4.5,10/31/98,D,46
885,NA,743,NA,10,28,1998,10,31,4.5,10/31/98,R,44
886,NA,503,NA,7,25,1998,7,27,100,7/27/98,D,34
886,NA,503,NA,7,25,1998,7,27,100,7/27/98,R,32
887,NA,1000,NA,4,22,1998,4,27,192.5,4/27/98,D,42
887,NA,1000,NA,4,22,1998,4,27,192.5,4/27/98,R,43
888,NA,689.9976196,NA,9,24,1998,9,25,39.5,9/25/98,D,48
888,NA,689.9976196,NA,9,24,1998,9,25,39.5,9/25/98,R,43
889,NA,900,NA,6,30,1998,7,1,125.5,7/1/98,D,39
889,NA,900,NA,6,30,1998,7,1,125.5,7/1/98,R,36
890,NA,416,NA,10,16,1998,10,21,15.5,10/21/98,D,41
890,NA,416,NA,10,16,1998,10,21,15.5,10/21/98,R,45
891,NA,373,NA,9,23,1998,9,24,40.5,9/24/98,D,45
891,NA,373,NA,9,23,1998,9,24,40.5,9/24/98,R,49
892,NA,901,NA,3,10,1998,3,11,237.5,3/11/98,D,37
892,NA,901,NA,3,10,1998,3,11,237.5,3/11/98,R,38
893,NA,844,NA,9,25,1998,9,28,37.5,9/28/98,D,42
893,NA,844,NA,9,25,1998,9,28,37.5,9/28/98,R,43
894,NA,856,NA,10,14,1998,10,15,19.5,10/15/98,D,51
894,NA,856,NA,10,14,1998,10,15,19.5,10/15/98,R,40
895,NA,794,NA,10,12,1998,10,13,21.5,10/13/98,D,49
895,NA,794,NA,10,12,1998,10,13,21.5,10/13/98,R,41
896,NA,902,NA,4,7,1998,4,8,209.5,4/8/98,D,38
896,NA,902,NA,4,7,1998,4,8,209.5,4/8/98,R,37
897,NA,1704,NA,9,10,1998,9,13,52.5,9/13/98,D,37
897,NA,1704,NA,9,10,1998,9,13,52.5,9/13/98,R,35
898,NA,864,NA,1,16,1998,1,18,290,1/18/98,D,51
898,NA,864,NA,1,16,1998,1,18,290,1/18/98,R,40
899,NA,922,NA,1,14,1998,1,18,291,1/18/98,D,51
899,NA,922,NA,1,14,1998,1,18,291,1/18/98,R,41
900,NA,800,NA,2,19,1998,2,25,254,2/25/98,D,40
900,NA,800,NA,2,19,1998,2,25,254,2/25/98,R,36
901,NA,900,NA,5,6,1998,5,7,180.5,5/7/98,D,38
902,NA,1011,NA,4,8,1998,4,9,208.5,4/9/98,D,49
902,NA,1011,NA,4,8,1998,4,9,208.5,4/9/98,R,36
903,NA,781,NA,8,21,1998,8,24,72.5,8/24/98,D,45
903,NA,781,NA,8,21,1998,8,24,72.5,8/24/98,R,44
904,NA,449,NA,9,11,1998,9,12,52.5,9/12/98,D,47
904,NA,449,NA,9,11,1998,9,12,52.5,9/12/98,R,46
905,NA,1000,NA,8,24,1998,8,26,70,8/26/98,D,40
905,NA,1000,NA,8,24,1998,8,26,70,8/26/98,R,43
906,NA,567,NA,2,19,1998,2,22,255.5,2/22/98,D,50
906,NA,567,NA,2,19,1998,2,22,255.5,2/22/98,R,41
907,NA,908,NA,3,25,1998,3,29,221,3/29/98,D,52
907,NA,908,NA,3,25,1998,3,29,221,3/29/98,R,40
908,NA,753.0986938,NA,9,22,1998,9,23,41.5,9/23/98,D,44
908,NA,753.0986938,NA,9,22,1998,9,23,41.5,9/23/98,R,54
909,NA,924.9013062,NA,10,14,1998,10,18,18,10/18/98,D,43
909,NA,924.9013062,NA,10,14,1998,10,18,18,10/18/98,R,48
910,NA,903,NA,2,11,1998,2,12,264.5,2/12/98,D,36
910,NA,903,NA,2,11,1998,2,12,264.5,2/12/98,R,38
911,NA,1024,NA,6,30,1998,7,1,125.5,7/1/98,D,45
911,NA,1024,NA,6,30,1998,7,1,125.5,7/1/98,R,40
912,NA,600,NA,10,13,1998,10,18,18.5,10/18/98,D,41
912,NA,600,NA,10,13,1998,10,18,18.5,10/18/98,R,38
913,NA,832,NA,10,2,1998,10,5,30.5,10/5/98,D,42
913,NA,832,NA,10,2,1998,10,5,30.5,10/5/98,R,44
914,NA,852,NA,7,29,1998,8,2,95,8/2/98,D,49
914,NA,852,NA,7,29,1998,8,2,95,8/2/98,R,42
915,NA,811,NA,7,30,1998,7,30,96,7/30/98,D,44
915,NA,811,NA,7,30,1998,7,30,96,7/30/98,R,38
916,NA,1100,NA,10,1,1998,10,4,31.5,10/4/98,D,46
916,NA,1100,NA,10,1,1998,10,4,31.5,10/4/98,R,42
917,NA,1143.180298,NA,10,8,1998,10,10,25,10/10/98,D,49
917,NA,1143.180298,NA,10,8,1998,10,10,25,10/10/98,R,45
918,NA,1000,NA,7,22,1998,7,26,102,7/26/98,D,29
918,NA,1000,NA,7,22,1998,7,26,102,7/26/98,R,29
919,NA,514,NA,8,21,1998,8,23,73,8/23/98,D,44
919,NA,514,NA,8,21,1998,8,23,73,8/23/98,R,48
920,NA,1105,NA,10,29,1998,11,1,3.5,11/1/98,R,45
921,NA,1155.095459,NA,10,29,1998,11,1,3.5,11/1/98,D,46
921,NA,1155.095459,NA,10,29,1998,11,1,3.5,11/1/98,R,48
922,NA,642,NA,8,20,1998,8,21,74.5,8/21/98,D,47
922,NA,642,NA,8,20,1998,8,21,74.5,8/21/98,R,41
923,NA,1100,NA,5,31,1998,6,4,154,6/4/98,D,44
923,NA,1100,NA,5,31,1998,6,4,154,6/4/98,R,44
924,NA,1766,NA,10,29,1998,11,1,3.5,11/1/98,D,50
924,NA,1766,NA,10,29,1998,11,1,3.5,11/1/98,R,41
925,NA,1246.997559,NA,1,28,1998,1,31,277.5,1/31/98,D,49
925,NA,1246.997559,NA,1,28,1998,1,31,277.5,1/31/98,R,39
926,NA,800,NA,10,9,1998,10,13,23,10/13/98,D,42
926,NA,800,NA,10,9,1998,10,13,23,10/13/98,R,40
927,NA,1017,NA,7,31,1998,8,4,93,8/4/98,D,42
927,NA,1017,NA,7,31,1998,8,4,93,8/4/98,R,36
928,NA,655,NA,6,24,1998,6,28,130,6/28/98,D,40
928,NA,655,NA,6,24,1998,6,28,130,6/28/98,R,37
929,NA,786,NA,9,11,1998,9,12,52.5,9/12/98,D,52
929,NA,786,NA,9,11,1998,9,12,52.5,9/12/98,R,39
930,NA,1000,NA,9,2,1998,9,9,58.5,9/9/98,D,38
930,NA,1000,NA,9,2,1998,9,9,58.5,9/9/98,R,40
931,NA,650,NA,10,8,1998,10,9,25.5,10/9/98,D,45
931,NA,650,NA,10,8,1998,10,9,25.5,10/9/98,R,43
932,NA,1000,NA,7,15,1998,7,19,109,7/19/98,D,37
932,NA,1000,NA,7,15,1998,7,19,109,7/19/98,R,36
933,NA,673,NA,10,28,1998,10,29,5.5,10/29/98,D,38
933,NA,673,NA,10,28,1998,10,29,5.5,10/29/98,R,48
934,NA,1000,NA,1,15,1998,1,19,290,1/19/98,D,41
934,NA,1000,NA,1,15,1998,1,19,290,1/19/98,R,45
935,NA,756.2497559,NA,9,21,1998,9,27,40,9/27/98,D,39
935,NA,756.2497559,NA,9,21,1998,9,27,40,9/27/98,R,43
936,NA,852,NA,9,14,1998,9,15,49.5,9/15/98,D,47
936,NA,852,NA,9,14,1998,9,15,49.5,9/15/98,R,43
937,NA,647.0787354,NA,10,12,1998,10,13,21.5,10/13/98,D,48
937,NA,647.0787354,NA,10,12,1998,10,13,21.5,10/13/98,R,46
938,NA,1000,NA,6,18,1998,6,21,136.5,6/21/98,D,36
939,NA,251,NA,10,8,1998,10,9,25.5,10/9/98,D,41
939,NA,251,NA,10,8,1998,10,9,25.5,10/9/98,R,49
940,NA,519,NA,10,23,1998,10,25,10,10/25/98,D,47
940,NA,519,NA,10,23,1998,10,25,10,10/25/98,R,49
941,NA,842,NA,9,23,1998,9,24,40.5,9/24/98,D,48
941,NA,842,NA,9,23,1998,9,24,40.5,9/24/98,R,41
942,NA,1025,NA,10,24,1998,10,27,8.5,10/27/98,D,43
942,NA,1025,NA,10,24,1998,10,27,8.5,10/27/98,R,40
943,NA,808,NA,6,30,1998,7,1,125.5,7/1/98,D,47
943,NA,808,NA,6,30,1998,7,1,125.5,7/1/98,R,42
944,NA,900,NA,9,9,1998,9,10,54.5,9/10/98,D,38
944,NA,900,NA,9,9,1998,9,10,54.5,9/10/98,R,38
945,NA,824,NA,9,11,1998,9,14,51.5,9/14/98,D,40
945,NA,824,NA,9,11,1998,9,14,51.5,9/14/98,R,44
946,NA,1240.070068,NA,1,15,1998,1,19,290,1/19/98,D,47
946,NA,1240.070068,NA,1,15,1998,1,19,290,1/19/98,R,44
947,NA,1000,NA,10,1,1998,10,4,31.5,10/4/98,D,39
947,NA,1000,NA,10,1,1998,10,4,31.5,10/4/98,R,41
948,NA,899,NA,7,29,1998,7,30,96.5,7/30/98,D,37
948,NA,899,NA,7,29,1998,7,30,96.5,7/30/98,R,40
949,NA,735,NA,10,3,1998,10,4,30.5,10/4/98,D,47
949,NA,735,NA,10,3,1998,10,4,30.5,10/4/98,R,44
950,NA,679,NA,5,27,1998,6,3,156.5,6/3/98,D,41
950,NA,679,NA,5,27,1998,6,3,156.5,6/3/98,R,38
951,NA,715,NA,9,25,1998,9,28,37.5,9/28/98,D,46
951,NA,715,NA,9,25,1998,9,28,37.5,9/28/98,R,49
952,NA,865,NA,10,23,1998,10,25,10,10/25/98,D,47
952,NA,865,NA,10,23,1998,10,25,10,10/25/98,R,44
953,NA,1371.967407,NA,9,11,1998,9,13,52,9/13/98,D,49
953,NA,1371.967407,NA,9,11,1998,9,13,52,9/13/98,R,43
954,NA,548,NA,10,15,1998,10,18,17.5,10/18/98,D,48
954,NA,548,NA,10,15,1998,10,18,17.5,10/18/98,R,47
955,NA,683.9838257,NA,10,7,1998,10,8,26.5,10/8/98,D,38
955,NA,683.9838257,NA,10,7,1998,10,8,26.5,10/8/98,R,47
956,NA,899,NA,9,23,1998,9,24,40.5,9/24/98,D,50
956,NA,899,NA,9,23,1998,9,24,40.5,9/24/98,R,41
957,NA,461,NA,10,9,1998,10,12,23.5,10/12/98,R,46
958,NA,713.6012573,NA,10,21,1998,10,25,11,10/25/98,D,44
958,NA,713.6012573,NA,10,21,1998,10,25,11,10/25/98,R,39
959,NA,682.2389526,NA,9,10,1998,9,11,53.5,9/11/98,D,45
959,NA,682.2389526,NA,9,10,1998,9,11,53.5,9/11/98,R,43
960,NA,834,NA,10,9,1998,10,12,23.5,10/12/98,D,46
960,NA,834,NA,10,9,1998,10,12,23.5,10/12/98,R,45
961,NA,1505.898315,NA,8,18,1998,8,19,76.5,8/19/98,D,46
961,NA,1505.898315,NA,8,18,1998,8,19,76.5,8/19/98,R,43
962,NA,1055,NA,5,18,1998,5,19,168.5,5/19/98,D,44
962,NA,1055,NA,5,18,1998,5,19,168.5,5/19/98,R,45
1008,NA,1000,NA,10,26,2000,10,31,9.5,10/31/00,D,43
1008,NA,1000,NA,10,26,2000,10,31,9.5,10/31/00,R,40
1009,NA,694,NA,9,23,2000,9,25,44,9/25/00,D,47
1009,NA,694,NA,9,23,2000,9,25,44,9/25/00,R,45
1010,NA,819.4586182,NA,10,23,2000,10,29,12,10/29/00,D,43
1010,NA,819.4586182,NA,10,23,2000,10,29,12,10/29/00,R,37
1011,NA,902,NA,1,12,2000,1,13,299.5,1/13/00,D,36
1011,NA,902,NA,1,12,2000,1,13,299.5,1/13/00,R,42
1012,NA,1000,NA,9,10,2000,9,13,56.5,9/13/00,D,39
1012,NA,1000,NA,9,10,2000,9,13,56.5,9/13/00,R,38
1013,NA,1000,NA,11,1,2000,11,2,5.5,11/2/00,R,42
1014,NA,1000,NA,10,2,2000,10,5,34.5,10/5/00,D,40
1014,NA,1000,NA,10,2,2000,10,5,34.5,10/5/00,R,39
1015,NA,900,NA,5,24,2000,5,25,166.5,5/25/00,D,39
1015,NA,900,NA,5,24,2000,5,25,166.5,5/25/00,R,42
1016,NA,781,NA,8,9,2000,8,10,89.5,8/10/00,D,44
1016,NA,781,NA,8,9,2000,8,10,89.5,8/10/00,R,47
1017,NA,843,NA,9,9,2000,9,11,58,9/11/00,D,42
1017,NA,843,NA,9,9,2000,9,11,58,9/11/00,R,34
1018,NA,1239,NA,3,8,2000,3,9,243.5,3/9/00,D,50
1018,NA,1239,NA,3,8,2000,3,9,243.5,3/9/00,R,43
1019,NA,1011,NA,5,22,2000,5,24,168,5/24/00,D,41
1019,NA,1011,NA,5,22,2000,5,24,168,5/24/00,R,32
1020,NA,965,NA,10,29,2000,10,31,8,10/31/00,D,44
1020,NA,965,NA,10,29,2000,10,31,8,10/31/00,R,37
1021,NA,1000,NA,11,1,2000,11,5,4,11/5/00,D,42
1021,NA,1000,NA,11,1,2000,11,5,4,11/5/00,R,42
1022,NA,1000,NA,10,10,2000,10,15,25.5,10/15/00,D,41
1022,NA,1000,NA,10,10,2000,10,15,25.5,10/15/00,R,39
1023,NA,743,NA,7,20,2000,7,23,108.5,7/23/00,D,41
1023,NA,743,NA,7,20,2000,7,23,108.5,7/23/00,R,37
1024,NA,1000,NA,10,5,2000,10,10,30.5,10/10/00,D,40
1024,NA,1000,NA,10,5,2000,10,10,30.5,10/10/00,R,39
1025,NA,842,NA,4,1,2000,4,4,218.5,4/4/00,D,38
1025,NA,842,NA,4,1,2000,4,4,218.5,4/4/00,R,34
1026,NA,1000,NA,8,14,2000,8,15,84.5,8/15/00,D,39
1026,NA,1000,NA,8,14,2000,8,15,84.5,8/15/00,R,38
1027,NA,528,NA,6,6,2000,6,7,153.5,6/7/00,D,48
1027,NA,528,NA,6,6,2000,6,7,153.5,6/7/00,R,46
1028,NA,1000,NA,11,5,2000,11,6,1.5,11/6/00,D,44
1028,NA,1000,NA,11,5,2000,11,6,1.5,11/6/00,R,42
1029,NA,1000,NA,3,12,2000,3,13,239.5,3/13/00,D,42
1029,NA,1000,NA,3,12,2000,3,13,239.5,3/13/00,R,41
1030,NA,898.9852295,NA,8,1,2000,8,31,83,8/31/00,D,41
1030,NA,898.9852295,NA,8,1,2000,8,31,83,8/31/00,R,43
1031,NA,1000,NA,10,3,2000,10,8,32.5,10/8/00,D,39
1032,NA,1000,NA,9,28,2000,10,3,37.5,10/3/00,D,39
1032,NA,1000,NA,9,28,2000,10,3,37.5,10/3/00,R,39
1033,NA,1000,NA,10,15,2000,10,18,21.5,10/18/00,D,43
1033,NA,1000,NA,10,15,2000,10,18,21.5,10/18/00,R,40
1034,NA,1000,NA,5,1,2000,5,3,189,5/3/00,D,41
1034,NA,1000,NA,5,1,2000,5,3,189,5/3/00,R,41
1035,NA,512,NA,1,13,2000,1,16,297.5,1/16/00,D,42
1035,NA,512,NA,1,13,2000,1,16,297.5,1/16/00,R,48
1036,NA,1208,NA,5,25,2000,6,4,161,6/4/00,D,40
1036,NA,1208,NA,5,25,2000,6,4,161,6/4/00,R,35
1037,NA,1000,NA,9,5,2000,9,10,60.5,9/10/00,D,40
1037,NA,1000,NA,9,5,2000,9,10,60.5,9/10/00,R,38
1038,NA,800,NA,9,5,2000,9,7,62,9/7/00,D,39
1038,NA,800,NA,9,5,2000,9,7,62,9/7/00,R,39
1039,NA,589,NA,6,14,2000,6,15,145.5,6/15/00,D,42
1039,NA,589,NA,6,14,2000,6,15,145.5,6/15/00,R,48
1040,NA,1004,NA,8,18,2000,8,20,80,8/20/00,D,41
1040,NA,1004,NA,8,18,2000,8,20,80,8/20/00,R,38
1041,NA,745,NA,1,17,2000,1,19,294,1/19/00,D,46
1041,NA,745,NA,1,17,2000,1,19,294,1/19/00,R,45
1042,NA,1000,NA,10,30,2000,11,2,6.5,11/2/00,D,41
1042,NA,1000,NA,10,30,2000,11,2,6.5,11/2/00,R,42
1043,NA,881.8052979,NA,7,1,2000,7,31,114,7/31/00,D,42
1043,NA,881.8052979,NA,7,1,2000,7,31,114,7/31/00,R,40
1044,NA,1158,NA,11,1,2000,11,4,4.5,11/4/00,D,40
1044,NA,1158,NA,11,1,2000,11,4,4.5,11/4/00,R,39
1045,NA,1000,NA,9,14,2000,9,19,51.5,9/19/00,D,39
1045,NA,1000,NA,9,14,2000,9,19,51.5,9/19/00,R,38
1046,NA,1000,NA,10,11,2000,10,16,24.5,10/16/00,D,43
1046,NA,1000,NA,10,11,2000,10,16,24.5,10/16/00,R,39
1047,NA,1000,NA,9,7,2000,9,12,58.5,9/12/00,D,39
1047,NA,1000,NA,9,7,2000,9,12,58.5,9/12/00,R,38
1048,NA,1005,NA,8,11,2000,8,13,87,8/13/00,D,38
1048,NA,1005,NA,8,11,2000,8,13,87,8/13/00,R,36
1049,NA,1016,NA,10,30,2000,10,31,7.5,10/31/00,D,49
1049,NA,1016,NA,10,30,2000,10,31,7.5,10/31/00,R,44
1050,NA,1019,NA,9,4,2000,9,9,61.5,9/9/00,R,43
1051,NA,909,NA,3,19,2000,3,21,232,3/21/00,D,40
1051,NA,909,NA,3,19,2000,3,21,232,3/21/00,R,40
1052,NA,1000,NA,9,27,2000,9,30,39.5,9/30/00,D,48
1052,NA,1000,NA,9,27,2000,9,30,39.5,9/30/00,R,43
1053,NA,915.8880005,NA,9,1,2000,9,30,52.5,9/30/00,D,42
1053,NA,915.8880005,NA,9,1,2000,9,30,52.5,9/30/00,R,43
1054,NA,1011,NA,6,16,2000,6,20,142,6/20/00,D,35
1054,NA,1011,NA,6,16,2000,6,20,142,6/20/00,R,34
1055,NA,586,NA,8,10,2000,8,11,88.5,8/11/00,D,44
1055,NA,586,NA,8,10,2000,8,11,88.5,8/11/00,R,45
1056,NA,1000,NA,9,11,2000,9,14,55.5,9/14/00,D,38
1056,NA,1000,NA,9,11,2000,9,14,55.5,9/14/00,R,38
1057,NA,979,NA,2,12,2000,2,14,268,2/14/00,D,44
1057,NA,979,NA,2,12,2000,2,14,268,2/14/00,R,33
1058,NA,1411.012085,NA,2,24,2000,2,27,255.5,2/27/00,D,45
1058,NA,1411.012085,NA,2,24,2000,2,27,255.5,2/27/00,R,46
1059,NA,777,NA,9,4,2000,9,6,63,9/6/00,D,46
1059,NA,777,NA,9,4,2000,9,6,63,9/6/00,R,46
1060,NA,684,NA,7,26,2000,7,27,103.5,7/27/00,D,44
1060,NA,684,NA,7,26,2000,7,27,103.5,7/27/00,R,48
1061,NA,1000,NA,10,31,2000,11,2,6,11/2/00,D,39
1061,NA,1000,NA,10,31,2000,11,2,6,11/2/00,R,42
1062,NA,706,NA,10,16,2000,10,18,21,10/18/00,D,45
1062,NA,706,NA,10,16,2000,10,18,21,10/18/00,R,50
1063,NA,1004,NA,7,28,2000,7,30,101,7/30/00,D,36
1063,NA,1004,NA,7,28,2000,7,30,101,7/30/00,R,38
1064,NA,1000,NA,8,16,2000,8,17,82.5,8/17/00,D,38
1064,NA,1000,NA,8,16,2000,8,17,82.5,8/17/00,R,37
1065,NA,1000,NA,10,1,2000,10,4,35.5,10/4/00,D,39
1065,NA,1000,NA,10,1,2000,10,4,35.5,10/4/00,R,38
1066,NA,1000,NA,8,1,2000,8,2,97.5,8/2/00,D,39
1066,NA,1000,NA,8,1,2000,8,2,97.5,8/2/00,R,36
1067,NA,1024,NA,2,4,2000,2,6,276,2/6/00,D,39
1067,NA,1024,NA,2,4,2000,2,6,276,2/6/00,R,36
1068,NA,653,NA,8,4,2000,8,5,94.5,8/5/00,D,47
1069,NA,806,NA,8,17,2000,8,18,81.5,8/18/00,D,51
1069,NA,806,NA,8,17,2000,8,18,81.5,8/18/00,R,40
1070,NA,1000,NA,10,8,2000,10,11,28.5,10/11/00,D,41
1070,NA,1000,NA,10,8,2000,10,11,28.5,10/11/00,R,39
1071,NA,956,NA,8,18,2000,8,20,80,8/20/00,D,45
1071,NA,956,NA,8,18,2000,8,20,80,8/20/00,R,34
1072,NA,1000,NA,9,25,2000,9,28,41.5,9/28/00,D,39
1072,NA,1000,NA,9,25,2000,9,28,41.5,9/28/00,R,39
1073,NA,918,NA,7,19,2000,7,23,109,7/23/00,D,47
1073,NA,918,NA,7,19,2000,7,23,109,7/23/00,R,43
1074,NA,1000,NA,1,3,2000,1,5,308,1/5/00,D,37
1074,NA,1000,NA,1,3,2000,1,5,308,1/5/00,R,39
1075,NA,868,NA,8,4,2000,8,6,94,8/6/00,D,36
1075,NA,868,NA,8,4,2000,8,6,94,8/6/00,R,37
1076,NA,1009,NA,10,4,2000,10,8,32,10/8/00,D,47
