subgroup,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,8/28/21,8/30/21,Morning Consult,B,16442,rv,0.03298513,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80329,160764,9/8/22,9/21/22 17:05
All polls,8/29/21,8/31/21,Morning Consult,B,17884,rv,0.03408371,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80330,160765,9/8/22,9/21/22 17:05
All polls,8/28/21,8/31/21,YouGov,B+,1171,rv,0.28903307,0,45,38,44.925035,41.969114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,75822,144631,9/1/21,9/21/22 17:05
All polls,8/30/21,9/1/21,Morning Consult,B,17911,rv,0.0340761,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80331,160766,9/8/22,9/21/22 17:05
All polls,8/31/21,9/2/21,Morning Consult,B,17221,rv,0.03351935,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80332,160767,9/8/22,9/21/22 17:05
All polls,8/30/21,9/2/21,Change Research,B-,1571,lv,1.0207186,0,49,45,47.046059,44.171307,,,https://changeresearch.com/post/cnbc-change-research-national-poll/,76414,145569,9/22/21,9/21/22 17:05
All polls,9/1/21,9/3/21,Morning Consult,B,16115,rv,0.03261689,0,43,41,42.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80333,160768,9/8/22,9/21/22 17:05
All polls,9/2/21,9/4/21,Morning Consult,B,15166,rv,0.03181113,0,43,41,42.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80334,160769,9/8/22,9/21/22 17:05
All polls,9/3/21,9/5/21,Morning Consult,B,15986,rv,0.03246399,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80335,160770,9/8/22,9/21/22 17:05
All polls,9/1/21,9/8/21,Public Opinion Strategies,A-,800,rv,1.1696906,0,42,42,41.596264,42.603192,,,https://pos.org/wp-content/uploads/2021/09/September-2021-Omni-Generic-Ballot.pdf,75984,145003,9/10/21,9/21/22 17:05
All polls,9/4/21,9/6/21,Morning Consult,B,17395,rv,0.03355464,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80336,160771,9/8/22,9/21/22 17:05
All polls,9/4/21,9/7/21,YouGov,B+,1158,rv,0.2816867,0,43,37,42.925035,40.969114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,75921,144824,9/8/21,9/21/22 17:05
All polls,9/4/21,9/8/21,The Winston Group,A/B,1000,rv,1.2353902,0,46,43,45.019456,42.943714,,,https://www.winningtheissues.org/wp-content/uploads/2021/09/Winning-the-Issues-September-2021-National-Survey.pdf,76417,145578,9/22/21,9/21/22 17:05
All polls,9/5/21,9/7/21,Morning Consult,B,18918,rv,0.03467506,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80337,160772,9/8/22,9/21/22 17:05
All polls,9/6/21,9/8/21,Morning Consult,B,18645,rv,0.03445037,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80338,160773,9/8/22,9/21/22 17:05
All polls,9/7/21,9/9/21,Morning Consult,B,17890,rv,0.0338634,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80339,160774,9/8/22,9/21/22 17:05
All polls,9/8/21,9/10/21,Morning Consult,B,17239,rv,0.03334037,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80340,160775,9/8/22,9/21/22 17:05
All polls,9/9/21,9/11/21,Morning Consult,B,16623,rv,0.03283529,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80341,160776,9/8/22,9/21/22 17:05
All polls,9/10/21,9/12/21,Morning Consult,B,16763,rv,0.03292277,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80342,160777,9/8/22,9/21/22 17:05
All polls,9/10/21,9/11/21,RMG Research,B-,1200,rv,0.32175587,0,40,40,42.025037,41.475264,,,https://scottrasmussen.com/generic-congressional-ballot-gop-40-dems-40/,76098,145014,9/13/21,9/21/22 17:05
All polls,9/10/21,9/13/21,Morning Consult,B,1997,rv,0.02180022,0,43,39,42.294695,39.933681,,,https://assets.morningconsult.com/wp-uploads/2021/09/15071200/2109049_crosstabs_POLITICO_RVs_v1_SH.pdf,76105,145330,9/15/21,9/21/22 17:05
All polls,9/10/21,9/13/21,YouGov,B+,1153,rv,0.27636343,0,43,37,42.925035,40.969114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,76286,145356,9/15/21,9/21/22 17:05
All polls,9/9/21,9/14/21,McLaughlin & Associates,C/D,1000,lv,0.36570067,0,46,47,45.091421,44.108536,,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/09/MA-National-Survey-Release-September-2021.pdf,76285,145350,9/15/21,9/21/22 17:05
All polls,9/11/21,9/13/21,Morning Consult,B,17140,rv,0.03319445,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80343,160778,9/8/22,9/21/22 17:05
All polls,9/10/21,9/13/21,Quinnipiac University,A-,1079,rv,0.92245653,0,47,43,46.301794,42.208574,,,https://poll.qu.edu/poll-release?releaseid=3819,76281,145321,9/14/21,9/21/22 17:05
All polls,9/12/21,9/14/21,Morning Consult,B,17140,rv,0.03318217,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80344,160779,9/8/22,9/21/22 17:05
All polls,9/13/21,9/15/21,Morning Consult,B,17092,rv,0.0331334,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80345,160780,9/8/22,9/21/22 17:05
All polls,9/14/21,9/16/21,Morning Consult,B,16765,rv,0.03286884,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80346,160781,9/8/22,9/21/22 17:05
All polls,9/15/21,9/17/21,Morning Consult,B,16175,rv,0.0323922,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80347,160782,9/8/22,9/21/22 17:05
All polls,9/13/21,9/19/21,Pew Research Center,B/C,10371,a,1.9956802,0,45,40,44.717915,41.013495,,,https://docs.google.com/spreadsheets/d/1-BjWhA-McZyEvjDp_kry9WPjK07GHrfw7werH4MeGGs/edit#gid=1390745020,76459,149799,11/12/21,9/21/22 17:05
All polls,9/16/21,9/18/21,Morning Consult,B,15757,rv,0.03204601,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80348,160783,9/8/22,9/21/22 17:05
All polls,9/17/21,9/19/21,Morning Consult,B,15726,rv,0.03201224,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80349,160784,9/8/22,9/21/22 17:05
All polls,9/18/21,9/20/21,Morning Consult,B,9240,rv,0.02587167,0,44,40.5,43.294695,41.433681,*,T,https://morningconsult.com/2022-midterm-elections-tracker/,80350,160785,9/8/22,9/21/22 17:05
All polls,9/18/21,9/21/21,YouGov,B+,1281,rv,0.28036555,0,52,48,51.925035,51.969114,,,https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76410,145558,9/22/21,9/21/22 17:05
All polls,9/19/21,9/21/21,Morning Consult,B,16710,rv,0.03277937,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80351,160786,9/8/22,9/21/22 17:05
All polls,9/17/21,9/23/21,Echelon Insights,B/C,829,lv,0.46383584,0,50,40,47.833042,39.682706,,,https://echeloninsights.com/in-the-news/september-omnibus-political/,76464,145659,9/24/21,9/21/22 17:05
All polls,9/20/21,9/22/21,Morning Consult,B,16999,rv,0.03299437,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80352,160787,9/8/22,9/21/22 17:05
All polls,9/22/21,9/22/21,RMG Research,B-,1200,rv,0.31002016,0,41,40,43.025037,41.475264,,,https://scottrasmussen.com/generic-ballot-republicans-44-democrats-38/,77525,151633,1/10/22,9/21/22 17:05
All polls,9/21/21,9/23/21,Morning Consult,B,17142,rv,0.03309524,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80353,160788,9/8/22,9/21/22 17:05
All polls,9/16/21,9/29/21,Public Religion Research Institute,A/B,2508,a,1.5645046,0,37,29,39.420462,34.160363,,,https://www.prri.org/research/competing-visions-of-america-an-evolving-identity-or-a-culture-under-attack/,77151,148814,11/1/21,9/21/22 17:05
All polls,9/20/21,9/26/21,Marist College,A,1029,rv,1.2256777,0,46,38,44.287771,38.961139,,,https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_PLCV_202109271420.pdf,76556,145985,9/30/21,9/21/22 17:05
All polls,9/22/21,9/24/21,Lake Research Partners/Emerson College,,1000,rv,1.1709915,0,45,41,44.344991,41.444353,,,https://aitogether.org/wp-content/uploads/2021/10/MEMO_9.28.21_AIT.pdf,76608,146066,10/4/21,9/21/22 17:05
All polls,9/22/21,9/24/21,Morning Consult,B,16478,rv,0.03256844,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80354,160789,9/8/22,9/21/22 17:05
All polls,9/23/21,9/25/21,Morning Consult,B,16419,rv,0.03251418,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80355,160790,9/8/22,9/21/22 17:05
All polls,9/24/21,9/26/21,Morning Consult,B,17006,rv,0.03296661,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80356,160791,9/8/22,9/21/22 17:05
All polls,9/25/21,9/27/21,Morning Consult,B,18392,rv,0.0340087,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80357,160792,9/8/22,9/21/22 17:05
All polls,9/24/21,9/27/21,Morning Consult,B,1999,rv,0.02172261,0,45,41,44.294695,41.933681,,,https://assets.morningconsult.com/wp-uploads/2021/09/29071926/2109161_crosstabs_POLITICO_RVs_v1_SH-2.pdf,76468,145864,9/29/21,9/21/22 17:05
All polls,9/26/21,9/28/21,YouGov,B+,1246,rv,0.27006738,0,52,48,51.925035,51.969114,,,https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76511,145879,9/29/21,9/21/22 17:05
All polls,9/26/21,9/28/21,Morning Consult,B,18617,rv,0.03417783,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80358,160793,9/8/22,9/21/22 17:05
All polls,9/27/21,9/29/21,Morning Consult,B,17574,rv,0.03340256,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80359,160794,9/8/22,9/21/22 17:05
All polls,9/28/21,9/30/21,Morning Consult,B,17060,rv,0.0330131,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80360,160795,9/8/22,9/21/22 17:05
All polls,9/29/21,10/1/21,Morning Consult,B,15934,rv,0.03212906,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80361,160796,9/8/22,9/21/22 17:05
All polls,9/30/21,10/2/21,Morning Consult,B,14969,rv,0.03134191,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80362,160797,9/8/22,9/21/22 17:05
All polls,10/1/21,10/3/21,Morning Consult,B,14987,rv,0.03136286,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80363,160798,9/8/22,9/21/22 17:05
All polls,10/1/21,10/4/21,YouGov,B+,1640,a,0.29385198,0,37,31,36.925035,34.969114,,,https://docs.cdn.yougov.com/a6ira9rwv9/20211001_yahoo_vaccine_tabs.pdf,76619,146229,10/8/21,9/21/22 17:05
All polls,10/2/21,10/4/21,Morning Consult,B,8961.5,rv,0.02553649,0,43.5,42,42.794695,42.933681,*,T,https://www.politico.com/f/?id=0000017c-5392-d47e-ab7e-dfb2c5590000,76615,146089,10/6/21,9/21/22 17:05
All polls,10/1/21,10/4/21,Quinnipiac University,A-,1177,rv,0.93877108,0,44,47,43.301794,46.208574,,,https://poll.qu.edu/poll-release?releaseid=3823,76611,146077,10/5/21,9/21/22 17:05
All polls,10/3/21,10/5/21,YouGov,B+,1261,rv,0.26366452,0,43,36,42.925035,39.969114,,,https://docs.cdn.yougov.com/j46zs8picp/econTabReport.pdf,76617,146112,10/6/21,9/21/22 17:05
All polls,10/3/21,10/5/21,Morning Consult,B,16542,rv,0.03263485,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80365,160800,9/8/22,9/21/22 17:05
All polls,10/4/21,10/6/21,Morning Consult,B,16287,rv,0.03243483,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80366,160801,9/8/22,9/21/22 17:05
All polls,10/5/21,10/7/21,Morning Consult,B,15822,rv,0.03206304,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80367,160802,9/8/22,9/21/22 17:05
All polls,10/6/21,10/8/21,Morning Consult,B,15507,rv,0.03180751,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80368,160803,9/8/22,9/21/22 17:05
All polls,10/6/21,10/9/21,RMG Research,B-,1200,rv,0.30388911,0,40,41,42.025037,42.475264,,,https://scottrasmussen.com/generic-congressional-ballot-gop-42-dems-40/,77147,151632,1/10/22,9/21/22 17:05
All polls,10/7/21,10/9/21,Morning Consult,B,14959,rv,0.03135387,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80369,160804,9/8/22,9/21/22 17:05
All polls,10/8/21,10/10/21,Morning Consult,B,15226,rv,0.03157657,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80370,160805,9/8/22,9/21/22 17:05
All polls,10/9/21,10/11/21,Morning Consult,B,16018,rv,0.03222338,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80371,160806,9/8/22,9/21/22 17:05
All polls,10/8/21,10/11/21,Morning Consult,B,1999,rv,0.02175211,0,43,41,42.294695,41.933681,,,https://assets.morningconsult.com/wp-uploads/2021/10/13064013/2110042_crosstabs_POLITICO_RVs_v2_SH.pdf,76754,146309,10/13/21,9/21/22 17:05
All polls,10/10/21,10/11/21,RMG Research,B-,1200,rv,0.30411429,0,40,40,42.025037,41.475264,,,https://scottrasmussen.com/generic-congressional-ballot-gop-42-dems-40/,78245,151631,1/10/22,9/21/22 17:05
All polls,10/10/21,10/12/21,Morning Consult,B,16484,rv,0.03260455,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80372,160807,9/8/22,9/21/22 17:05
All polls,10/9/21,10/12/21,YouGov,B+,1266,rv,0.25980711,0,45,37,44.925035,40.969114,,,https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf,76756,146334,10/13/21,9/21/22 17:05
All polls,10/11/21,10/13/21,Morning Consult,B,16304,rv,0.03247128,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80373,160808,9/8/22,9/21/22 17:05
All polls,10/11/21,10/13/21,RMG Research,B-,1200,rv,0.30526732,0,40,41,42.025037,42.475264,,,https://scottrasmussen.com/generic-ballot-republicans-41-democrats-40/,76823,146435,10/15/21,9/21/22 17:05
All polls,10/12/21,10/14/21,Morning Consult,B,16137,rv,0.03234774,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80374,160809,9/8/22,9/21/22 17:05
All polls,10/12/21,10/14/21,Cor Services,,508,lv,0.53026165,0,39,49,40.457342,48.723689,,,https://excellenceinpolling.com/public_poll/2021-national-3rd-quarter-tracking-poll/,76924,154159,3/26/22,9/21/22 17:05
All polls,10/13/21,10/15/21,Morning Consult,B,15433,rv,0.03178541,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80375,160810,9/8/22,9/21/22 17:05
All polls,10/14/21,10/16/21,Morning Consult,B,15534,rv,0.03187774,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80376,160811,9/8/22,9/21/22 17:05
All polls,10/15/21,10/17/21,Morning Consult,B,15542,rv,0.03189314,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80377,160812,9/8/22,9/21/22 17:05
All polls,10/14/21,10/18/21,McLaughlin & Associates,C/D,1000,lv,0.35103428,0,47,48,46.091421,45.108536,,,https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,76905,146595,10/20/21,9/21/22 17:05
All polls,10/14/21,10/17/21,Hart Research Associates/Public Opinion Strategies,B+,800,a,0.75107165,0,43,41,42.329633,40.086358,,,https://www.cnbc.com/video/2021/10/21/cnbcs-all-america-economic-survey-bidens-approval-rating-plummets.html,76912,146638,10/21/21,9/21/22 17:05
All polls,10/15/21,10/19/21,Echelon Insights,B/C,915,lv,0.43239964,0,46,45,43.833042,44.682706,,,https://echeloninsights.com/in-the-news/october-omnibus-political/,76908,146617,10/20/21,9/21/22 17:05
All polls,10/16/21,10/18/21,Morning Consult,B,9102.5,rv,0.025756,0,44,41,43.294695,41.933681,*,T,https://morningconsult.com/2022-midterm-elections-tracker/,80378,160813,9/8/22,9/21/22 17:05
All polls,10/17/21,10/19/21,Morning Consult,B,16309,rv,0.032529,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80379,160814,9/8/22,9/21/22 17:05
All polls,10/16/21,10/19/21,YouGov,B+,1268,rv,0.25589914,0,42,37,41.925035,40.969114,,,https://docs.cdn.yougov.com/mzvq4c7ty8/econTabReport.pdf,76904,146584,10/20/21,9/21/22 17:05
All polls,10/18/21,10/20/21,Morning Consult,B,15720,rv,0.03206059,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80380,160815,9/8/22,9/21/22 17:05
All polls,10/18/21,10/22/21,Marist College,A,1032,rv,1.1747658,0,44,41,42.287771,41.961139,,,https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-trust-in-elections-threat-to-democracy-biden-approval-november-2021/,77150,148810,11/1/21,9/21/22 17:05
All polls,10/19/21,10/21/21,YouGov,B+,1704,a,0.28700581,0,37,32,36.925035,35.969114,,,https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,77029,146803,10/25/21,9/21/22 17:05
All polls,10/19/21,10/21/21,Morning Consult,B,15647,rv,0.0320077,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80381,160816,9/8/22,9/21/22 17:05
All polls,10/20/21,10/22/21,Morning Consult,B,14883,rv,0.03138092,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80382,160817,9/8/22,9/21/22 17:05
All polls,10/21/21,10/23/21,Morning Consult,B,15561,rv,0.03195257,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80383,160818,9/8/22,9/21/22 17:05
All polls,10/22/21,10/24/21,Morning Consult,B,9212.5,rv,0.02591437,0,43.5,42,42.794695,42.933681,*,T,https://morningconsult.com/2022-midterm-elections-tracker/,80384,160819,9/8/22,9/21/22 17:05
All polls,10/20/21,10/26/21,Echelon Insights,B/C,1600,rv,0.53219681,0,43,43,40.833042,42.682706,,,https://electioninnovation.org/research/nov-2021-election-integrity-survey/data/,77741,150159,11/18/21,9/21/22 17:05
All polls,10/23/21,10/25/21,Morning Consult,B,17571,rv,0.03355619,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80385,160820,9/8/22,9/21/22 17:05
All polls,10/24/21,10/26/21,Morning Consult,B,17907,rv,0.03381736,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80386,160821,9/8/22,9/21/22 17:05
All polls,10/24/21,10/26/21,YouGov,B+,1261,rv,0.2529136,0,44,38,43.925035,41.969114,,,https://docs.cdn.yougov.com/qwffht37bk/econTabReport.pdf,77050,148624,10/27/21,9/21/22 17:05
All polls,10/23/21,10/26/21,Hart Research Associates/Public Opinion Strategies,B+,820,rv,0.7393917,0,47,45,46.329633,44.086358,,,https://www.nbcnews.com/politics/meet-the-press/biden-s-job-rating-sinks-42-percent-nbc-news-poll-n1282781,77149,148793,10/31/21,9/21/22 17:05
All polls,10/25/21,10/27/21,Morning Consult,B,17136,rv,0.03323404,0,44,41,43.294695,41.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80387,160822,9/8/22,9/21/22 17:05
All polls,10/26/21,10/28/21,Morning Consult,B,16957,rv,0.03310246,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80388,160823,9/8/22,9/21/22 17:05
All polls,10/27/21,10/29/21,Morning Consult,B,16893,rv,0.03306193,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80389,160824,9/8/22,9/21/22 17:05
All polls,10/27/21,10/28/21,Harris Poll,B+,1688,rv,1.0438804,0,42,45,38.617554,41.209002,,,https://harvardharrispoll.com/wp-content/uploads/2021/11/HHP_October2021_Crosstabs.pdf,77168,148899,11/3/21,9/21/22 17:05
All polls,10/28/21,10/30/21,Morning Consult,B,16906,rv,0.03308187,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80390,160825,9/8/22,9/21/22 17:05
All polls,10/28/21,10/30/21,RMG Research,B-,1200,rv,0.33979224,0,40,41,42.025037,42.475264,,,https://scottrasmussen.com/generic-ballot-gop-41-dems-40/,77482,149672,11/9/21,9/21/22 17:05
All polls,10/29/21,10/31/21,Morning Consult,B,17153,rv,0.03328428,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80391,160826,9/8/22,9/21/22 17:05
All polls,10/29/21,11/1/21,Morning Consult,B,1996,rv,0.02185499,0,42,42,41.294695,42.933681,,,https://assets.morningconsult.com/wp-uploads/2021/11/02070634/2110196_crosstabs_POLITICO_RVs_v1_LM.pdf,77166,148835,11/2/21,9/21/22 17:05
All polls,10/30/21,11/1/21,Morning Consult,B,17406,rv,0.03349017,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80392,160827,9/8/22,9/21/22 17:05
All polls,10/30/21,11/2/21,YouGov,B+,1303,rv,0.25361332,0,44,37,43.925035,40.969114,,,https://docs.cdn.yougov.com/7ylf58dsj9/econTabReport.pdf,77170,148863,11/3/21,9/21/22 17:05
All polls,10/31/21,11/2/21,Morning Consult,B,17494,rv,0.03357832,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80393,160828,9/8/22,9/21/22 17:05
All polls,11/1/21,11/3/21,Morning Consult,B,16969,rv,0.03319161,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80394,160829,9/8/22,9/21/22 17:05
All polls,11/1/21,11/4/21,SSRS,C,859,rv,0.65184987,0,49,44,47.934077,43.279331,,,https://www.cnn.com/2021/11/08/politics/cnn-poll-biden-job-approval/index.html,77478,149651,11/8/21,9/21/22 17:05
All polls,11/2/21,11/4/21,Morning Consult,B,16905,rv,0.0331614,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80395,160830,9/8/22,9/21/22 17:05
All polls,11/3/21,11/4/21,Emerson College,A-,1000,rv,1.2819219,0,42,48.7,42.559912,47.231436,,,https://emersonpolling.reportablenews.com/pr/november-2021-national-poll-biden-job-approval-drops-again,77425,149367,11/5/21,9/21/22 17:05
All polls,11/3/21,11/5/21,Suffolk University,B+,1000,rv,1.1463271,0,37.7,45.9,39.396268,48.071233,,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2021/11_8_2021_marginals.pdf?la=en&hash=1794FE2E578E79ED2EFC35B6E8DAC2C44B8B06CD,77474,149542,11/7/21,9/21/22 17:05
All polls,11/3/21,11/5/21,Morning Consult,B,16218,rv,0.03263509,0,44,43,43.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80396,160831,9/8/22,9/21/22 17:05
All polls,11/1/21,11/9/21,Susquehanna Polling & Research,B+,800,lv,1.0599469,0,32,29,34.78163,30.349828,,,https://thefederalist.com/2021/11/10/new-fdrlst-susquehanna-poll-shows-bidens-approval-sliding-to-36-percent-widespread-disapproval-of-critical-race-theory/,77497,149746,11/10/21,9/21/22 17:05
All polls,11/4/21,11/6/21,Morning Consult,B,16316,rv,0.0327288,0,44,43,43.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80397,160832,9/8/22,9/21/22 17:05
All polls,11/4/21,11/8/21,YouGov,B+,1673,a,0.27889003,0,36,33,35.925035,36.969114,,,https://docs.cdn.yougov.com/8yndiqueok/20211108_yahoo_vaccine_tabs%20%282%29.pdf,77487,149721,11/10/21,9/21/22 17:05
All polls,11/5/21,11/7/21,Morning Consult,B,9271,rv,0.02611722,0,44,42,43.294695,42.933681,*,T,https://morningconsult.com/2022-midterm-elections-tracker/,80398,160833,9/8/22,9/21/22 17:05
All polls,11/6/21,11/8/21,Morning Consult,B,17282,rv,0.03351681,0,44,43,43.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80399,160834,9/8/22,9/21/22 17:05
All polls,11/7/21,11/9/21,Morning Consult,B,16901,rv,0.03323077,0,44,43,43.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80400,160835,9/8/22,9/21/22 17:05
All polls,11/6/21,11/9/21,YouGov,B+,1258,rv,0.24901455,0,44,37,43.925035,40.969114,,,https://docs.cdn.yougov.com/87gqotkd1s/econTabReport.pdf,77486,149712,11/10/21,9/21/22 17:05
All polls,11/7/21,11/10/21,ABC News/The Washington Post,A+,882,rv,1.4597363,0,41,51,40.828219,49.030118,,,https://www.washingtonpost.com/context/nov-7-10-2021-washington-post-abc-news-poll/160508a9-cea2-4433-92c8-6dc51838721e/?itid=lk_inline_manual_2,77530,149830,11/14/21,9/21/22 17:05
All polls,11/8/21,11/10/21,Morning Consult,B,15476,rv,0.03209157,0,44,43,43.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80401,160836,9/8/22,9/21/22 17:05
All polls,11/8/21,11/11/21,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,1.0117196,0,38,51,40.612294,48.341272,,,https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_nov16,77676,150009,11/16/21,9/21/22 17:05
All polls,11/9/21,11/11/21,Morning Consult,B,14766,rv,0.03150493,0,44,42,43.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80402,160837,9/8/22,9/21/22 17:05
All polls,11/10/21,11/12/21,Morning Consult,B,15018,rv,0.03172889,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80403,160838,9/8/22,9/21/22 17:05
All polls,11/11/21,11/13/21,Morning Consult,B,16094,rv,0.03263028,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80404,160839,9/8/22,9/21/22 17:05
